field	5.spe
 332.971	 16120
 332.973	 16120
 332.975	 16135
 332.978	 16135
 332.980	 16135
 332.982	 16120
 332.985	 16135
 332.987	 16135
 332.989	 16135
 332.992	 16120
 332.994	 16135
 332.996	 16120
 332.999	 16150
 333.001	 16150
 333.003	 16150
 333.006	 16135
 333.008	 16135
 333.010	 16135
 333.013	 16135
 333.015	 16150
 333.017	 16150
 333.020	 16150
 333.022	 16160
 333.024	 16160
 333.027	 16160
 333.029	 16160
 333.032	 16160
 333.034	 16160
 333.036	 16150
 333.039	 16150
 333.041	 16160
 333.043	 16160
 333.046	 16160
 333.048	 16160
 333.050	 16150
 333.053	 16135
 333.055	 16135
 333.057	 16135
 333.060	 16135
 333.062	 16135
 333.064	 16135
 333.067	 16135
 333.069	 16135
 333.071	 16135
 333.074	 16135
 333.076	 16135
 333.078	 16135
 333.081	 16135
 333.083	 16120
 333.085	 16120
 333.088	 16120
 333.090	 16110
 333.092	 16120
 333.095	 16120
 333.097	 16110
 333.099	 16110
 333.102	 16120
 333.104	 16120
 333.107	 16135
 333.109	 16120
 333.111	 16110
 333.114	 16120
 333.116	 16120
 333.118	 16120
 333.121	 16120
 333.123	 16135
 333.125	 16135
 333.128	 16135
 333.130	 16135
 333.132	 16120
 333.135	 16120
 333.137	 16135
 333.139	 16135
 333.142	 16150
 333.144	 16160
 333.146	 16160
 333.149	 16150
 333.151	 16135
 333.153	 16135
 333.156	 16150
 333.158	 16150
 333.160	 16160
 333.163	 16150
 333.165	 16160
 333.167	 16150
 333.170	 16150
 333.172	 16135
 333.175	 16150
 333.177	 16135
 333.179	 16150
 333.182	 16150
 333.184	 16150
 333.186	 16150
 333.189	 16150
 333.191	 16135
 333.193	 16150
 333.196	 16150
 333.198	 16150
 333.200	 16150
 333.203	 16150
 333.205	 16150
 333.207	 16150
 333.210	 16150
 333.212	 16160
 333.214	 16160
 333.217	 16160
 333.219	 16160
 333.221	 16160
 333.224	 16150
 333.226	 16150
 333.228	 16150
 333.231	 16135
 333.233	 16135
 333.235	 16150
 333.238	 16150
 333.240	 16150
 333.242	 16150
 333.245	 16150
 333.247	 16150
 333.250	 16160
 333.252	 16150
 333.254	 16150
 333.257	 16150
 333.259	 16135
 333.261	 16135
 333.264	 16135
 333.266	 16135
 333.268	 16135
 333.271	 16150
 333.273	 16160
 333.275	 16150
 333.278	 16150
 333.280	 16135
 333.282	 16135
 333.285	 16135
 333.287	 16150
 333.289	 16150
 333.292	 16150
 333.294	 16150
 333.296	 16150
 333.299	 16160
 333.301	 16150
 333.303	 16150
 333.306	 16150
 333.308	 16150
 333.310	 16135
 333.313	 16135
 333.315	 16150
 333.318	 16120
 333.320	 16120
 333.322	 16120
 333.325	 16120
 333.327	 16120
 333.329	 16110
 333.332	 16120
 333.334	 16135
 333.336	 16135
 333.339	 16135
 333.341	 16135
 333.343	 16135
 333.346	 16135
 333.348	 16135
 333.350	 16135
 333.353	 16135
 333.355	 16135
 333.357	 16135
 333.360	 16120
 333.362	 16120
 333.364	 16120
 333.367	 16120
 333.369	 16120
 333.371	 16120
 333.374	 16120
 333.376	 16120
 333.378	 16120
 333.381	 16120
 333.383	 16120
 333.385	 16120
 333.388	 16120
 333.390	 16120
 333.393	 16120
 333.395	 16120
 333.397	 16110
 333.400	 16120
 333.402	 16120
 333.404	 16110
 333.407	 16110
 333.409	 16110
 333.411	 16110
 333.414	 16110
 333.416	 16110
 333.418	 16120
 333.421	 16120
 333.423	 16135
 333.425	 16135
 333.428	 16135
 333.430	 16110
 333.432	 16120
 333.435	 16120
 333.437	 16120
 333.439	 16120
 333.442	 16120
 333.444	 16120
 333.446	 16120
 333.449	 16120
 333.451	 16120
 333.453	 16120
 333.456	 16110
 333.458	 16110
 333.461	 16110
 333.463	 16110
 333.465	 16120
 333.468	 16120
 333.470	 16120
 333.472	 16120
 333.475	 16120
 333.477	 16110
 333.479	 16120
 333.482	 16120
 333.484	 16120
 333.486	 16120
 333.489	 16110
 333.491	 16110
 333.493	 16120
 333.496	 16120
 333.498	 16135
 333.500	 16120
 333.503	 16120
 333.505	 16120
 333.507	 16120
 333.510	 16120
 333.512	 16120
 333.514	 16120
 333.517	 16135
 333.519	 16135
 333.521	 16135
 333.524	 16135
 333.526	 16135
 333.529	 16135
 333.531	 16135
 333.533	 16135
 333.536	 16135
 333.538	 16150
 333.540	 16135
 333.543	 16120
 333.545	 16120
 333.547	 16120
 333.550	 16110
 333.552	 16120
 333.554	 16120
 333.557	 16120
 333.559	 16120
 333.561	 16120
 333.564	 16135
 333.566	 16135
 333.568	 16120
 333.571	 16120
 333.573	 16110
 333.575	 16110
 333.578	 16110
 333.580	 16120
 333.582	 16120
 333.585	 16120
 333.587	 16120
 333.589	 16135
 333.592	 16135
 333.594	 16135
 333.596	 16150
 333.599	 16150
 333.601	 16150
 333.604	 16150
 333.606	 16150
 333.608	 16150
 333.611	 16135
 333.613	 16150
 333.615	 16150
 333.618	 16150
 333.620	 16135
 333.622	 16135
 333.625	 16135
 333.627	 16135
 333.629	 16135
 333.632	 16135
 333.634	 16135
 333.636	 16150
 333.639	 16150
 333.641	 16120
 333.643	 16135
 333.646	 16135
 333.648	 16135
 333.650	 16135
 333.653	 16135
 333.655	 16135
 333.657	 16135
 333.660	 16135
 333.662	 16135
 333.664	 16135
 333.667	 16135
 333.669	 16135
 333.672	 16135
 333.674	 16120
 333.676	 16135
 333.679	 16135
 333.681	 16135
 333.683	 16135
 333.686	 16135
 333.688	 16135
 333.690	 16135
 333.693	 16120
 333.695	 16120
 333.697	 16120
 333.700	 16120
 333.702	 16150
 333.704	 16135
 333.707	 16120
 333.709	 16120
 333.711	 16135
 333.714	 16120
 333.716	 16120
 333.718	 16120
 333.721	 16120
 333.723	 16135
 333.725	 16120
 333.728	 16120
 333.730	 16120
 333.732	 16120
 333.735	 16110
 333.737	 16120
 333.739	 16110
 333.742	 16120
 333.744	 16120
 333.747	 16135
 333.749	 16135
 333.751	 16120
 333.754	 16120
 333.756	 16120
 333.758	 16120
 333.761	 16120
 333.763	 16120
 333.765	 16110
 333.768	 16120
 333.770	 16120
 333.772	 16120
 333.775	 16120
 333.777	 16135
 333.779	 16150
 333.782	 16150
 333.784	 16150
 333.786	 16135
 333.789	 16135
 333.791	 16160
 333.793	 16160
 333.796	 16135
 333.798	 16150
 333.800	 16150
 333.803	 16150
 333.805	 16150
 333.807	 16135
 333.810	 16135
 333.812	 16135
 333.815	 16135
 333.817	 16120
 333.819	 16135
 333.822	 16135
 333.824	 16135
 333.826	 16135
 333.829	 16135
 333.831	 16120
 333.833	 16120
 333.836	 16135
 333.838	 16120
 333.840	 16120
 333.843	 16135
 333.845	 16120
 333.847	 16135
 333.850	 16135
 333.852	 16135
 333.854	 16135
 333.857	 16135
 333.859	 16135
 333.861	 16120
 333.864	 16135
 333.866	 16095
 333.868	 16110
 333.871	 16110
 333.873	 16110
 333.875	 16120
 333.878	 16120
 333.880	 16120
 333.882	 16110
 333.885	 16120
 333.887	 16120
 333.890	 16120
 333.892	 16120
 333.894	 16110
 333.897	 16120
 333.899	 16120
 333.901	 16120
 333.904	 16120
 333.906	 16120
 333.908	 16120
 333.911	 16120
 333.913	 16120
 333.915	 16110
 333.918	 16120
 333.920	 16120
 333.922	 16135
 333.925	 16120
 333.927	 16135
 333.929	 16120
 333.932	 16120
 333.934	 16120
 333.936	 16135
 333.939	 16135
 333.941	 16135
 333.943	 16135
 333.946	 16120
 333.948	 16120
 333.950	 16120
 333.953	 16135
 333.955	 16135
 333.958	 16150
 333.960	 16150
 333.962	 16120
 333.965	 16135
 333.967	 16135
 333.969	 16135
 333.972	 16135
 333.974	 16135
 333.976	 16150
 333.979	 16160
 333.981	 16160
 333.983	 16135
 333.986	 16150
 333.988	 16150
 333.990	 16135
 333.993	 16135
 333.995	 16135
 333.997	 16120
 334.000	 16120
 334.002	 16120
 334.004	 16120
 334.007	 16135
 334.009	 16135
 334.011	 16150
 334.014	 16120
 334.016	 16135
 334.018	 16135
 334.021	 16135
 334.023	 16135
 334.025	 16150
 334.028	 16120
 334.030	 16135
 334.033	 16120
 334.035	 16135
 334.037	 16135
 334.040	 16135
 334.042	 16120
 334.044	 16120
 334.047	 16135
 334.049	 16135
 334.051	 16135
 334.054	 16120
 334.056	 16120
 334.058	 16120
 334.061	 16110
 334.063	 16110
 334.065	 16110
 334.068	 16095
 334.070	 16095
 334.072	 16110
 334.075	 16110
 334.077	 16110
 334.079	 16095
 334.082	 16095
 334.084	 16110
 334.086	 16120
 334.089	 16120
 334.091	 16120
 334.093	 16110
 334.096	 16120
 334.098	 16120
 334.101	 16120
 334.103	 16120
 334.105	 16120
 334.108	 16135
 334.110	 16135
 334.112	 16150
 334.115	 16150
 334.117	 16160
 334.119	 16150
 334.122	 16150
 334.124	 16150
 334.126	 16150
 334.129	 16150
 334.131	 16150
 334.133	 16160
 334.136	 16160
 334.138	 16160
 334.140	 16160
 334.143	 16160
 334.145	 16160
 334.147	 16160
 334.150	 16160
 334.152	 16160
 334.154	 16175
 334.157	 16160
 334.159	 16160
 334.161	 16175
 334.164	 16160
 334.166	 16160
 334.169	 16160
 334.171	 16150
 334.173	 16150
 334.176	 16150
 334.178	 16150
 334.180	 16150
 334.183	 16150
 334.185	 16150
 334.187	 16135
 334.190	 16150
 334.192	 16150
 334.194	 16160
 334.197	 16160
 334.199	 16160
 334.201	 16175
 334.204	 16175
 334.206	 16160
 334.208	 16160
 334.211	 16150
 334.213	 16160
 334.215	 16160
 334.218	 16160
 334.220	 16175
 334.222	 16175
 334.225	 16175
 334.227	 16160
 334.229	 16160
 334.232	 16150
 334.234	 16160
 334.236	 16150
 334.239	 16150
 334.241	 16150
 334.244	 16150
 334.246	 16150
 334.248	 16150
 334.251	 16135
 334.253	 16150
 334.255	 16150
 334.258	 16160
 334.260	 16160
 334.262	 16150
 334.265	 16150
 334.267	 16135
 334.269	 16150
 334.272	 16160
 334.274	 16160
 334.276	 16160
 334.279	 16175
 334.281	 16175
 334.283	 16160
 334.286	 16160
 334.288	 16160
 334.290	 16160
 334.293	 16160
 334.295	 16160
 334.297	 16175
 334.300	 16175
 334.302	 16175
 334.304	 16175
 334.307	 16175
 334.309	 16175
 334.312	 16160
 334.314	 16175
 334.316	 16190
 334.319	 16175
 334.321	 16175
 334.323	 16160
 334.326	 16175
 334.328	 16175
 334.330	 16175
 334.333	 16175
 334.335	 16175
 334.337	 16175
 334.340	 16175
 334.342	 16190
 334.344	 16175
 334.347	 16175
 334.349	 16175
 334.351	 16175
 334.354	 16175
 334.356	 16190
 334.358	 16175
 334.361	 16190
 334.363	 16190
 334.365	 16190
 334.368	 16200
 334.370	 16200
 334.372	 16200
 334.375	 16200
 334.377	 16200
 334.379	 16200
 334.382	 16200
 334.384	 16200
 334.387	 16200
 334.389	 16215
 334.391	 16200
 334.394	 16200
 334.396	 16200
 334.398	 16200
 334.401	 16200
 334.403	 16200
 334.405	 16200
 334.408	 16215
 334.410	 16200
 334.412	 16190
 334.415	 16190
 334.417	 16190
 334.419	 16200
 334.422	 16200
 334.424	 16190
 334.426	 16200
 334.429	 16200
 334.431	 16200
 334.433	 16200
 334.436	 16200
 334.438	 16200
 334.440	 16200
 334.443	 16200
 334.445	 16200
 334.447	 16215
 334.450	 16200
 334.452	 16200
 334.455	 16200
 334.457	 16190
 334.459	 16190
 334.462	 16190
 334.464	 16190
 334.466	 16175
 334.469	 16200
 334.471	 16175
 334.473	 16190
 334.476	 16200
 334.478	 16200
 334.480	 16200
 334.483	 16200
 334.485	 16200
 334.487	 16200
 334.490	 16200
 334.492	 16200
 334.494	 16215
 334.497	 16215
 334.499	 16215
 334.501	 16215
 334.504	 16215
 334.506	 16215
 334.508	 16215
 334.511	 16230
 334.513	 16230
 334.515	 16230
 334.518	 16230
 334.520	 16230
 334.522	 16215
 334.525	 16215
 334.527	 16215
 334.530	 16200
 334.532	 16215
 334.534	 16215
 334.537	 16200
 334.539	 16200
 334.541	 16200
 334.544	 16200
 334.546	 16200
 334.548	 16215
 334.551	 16215
 334.553	 16215
 334.555	 16200
 334.558	 16200
 334.560	 16200
 334.562	 16230
 334.565	 16230
 334.567	 16215
 334.569	 16215
 334.572	 16230
 334.574	 16240
 334.576	 16240
 334.579	 16240
 334.581	 16240
 334.583	 16255
 334.586	 16240
 334.588	 16240
 334.590	 16230
 334.593	 16240
 334.595	 16255
 334.598	 16255
 334.600	 16270
 334.602	 16255
 334.605	 16255
 334.607	 16270
 334.609	 16270
 334.612	 16270
 334.614	 16270
 334.616	 16255
 334.619	 16255
 334.621	 16240
 334.623	 16255
 334.626	 16255
 334.628	 16255
 334.630	 16255
 334.633	 16255
 334.635	 16255
 334.637	 16255
 334.640	 16255
 334.642	 16240
 334.644	 16255
 334.647	 16255
 334.649	 16255
 334.651	 16255
 334.654	 16255
 334.656	 16255
 334.658	 16255
 334.661	 16255
 334.663	 16255
 334.665	 16255
 334.668	 16270
 334.670	 16270
 334.673	 16270
 334.675	 16270
 334.677	 16270
 334.680	 16270
 334.682	 16270
 334.684	 16270
 334.687	 16270
 334.689	 16270
 334.691	 16280
 334.694	 16270
 334.696	 16270
 334.698	 16270
 334.701	 16270
 334.703	 16295
 334.705	 16295
 334.708	 16280
 334.710	 16270
 334.712	 16280
 334.715	 16280
 334.717	 16295
 334.719	 16280
 334.722	 16295
 334.724	 16295
 334.726	 16295
 334.729	 16280
 334.731	 16280
 334.733	 16280
 334.736	 16310
 334.738	 16295
 334.741	 16295
 334.743	 16295
 334.745	 16295
 334.748	 16310
 334.750	 16310
 334.752	 16310
 334.755	 16320
 334.757	 16320
 334.759	 16310
 334.762	 16320
 334.764	 16295
 334.766	 16295
 334.769	 16280
 334.771	 16295
 334.773	 16295
 334.776	 16295
 334.778	 16295
 334.780	 16280
 334.783	 16295
 334.785	 16295
 334.787	 16310
 334.790	 16310
 334.792	 16310
 334.794	 16310
 334.797	 16310
 334.799	 16310
 334.801	 16310
 334.804	 16310
 334.806	 16310
 334.809	 16310
 334.811	 16310
 334.813	 16310
 334.816	 16310
 334.818	 16310
 334.820	 16310
 334.823	 16310
 334.825	 16310
 334.827	 16295
 334.830	 16295
 334.832	 16310
 334.834	 16310
 334.837	 16310
 334.839	 16310
 334.841	 16295
 334.844	 16295
 334.846	 16310
 334.848	 16310
 334.851	 16310
 334.853	 16310
 334.855	 16310
 334.858	 16310
 334.860	 16310
 334.862	 16310
 334.865	 16310
 334.867	 16310
 334.869	 16320
 334.872	 16320
 334.874	 16320
 334.876	 16320
 334.879	 16320
 334.881	 16320
 334.884	 16310
 334.886	 16320
 334.888	 16310
 334.891	 16320
 334.893	 16320
 334.895	 16335
 334.898	 16320
 334.900	 16335
 334.902	 16320
 334.905	 16335
 334.907	 16335
 334.909	 16335
 334.912	 16335
 334.914	 16320
 334.916	 16335
 334.919	 16320
 334.921	 16335
 334.923	 16335
 334.926	 16320
 334.928	 16335
 334.930	 16335
 334.933	 16320
 334.935	 16320
 334.937	 16320
 334.940	 16320
 334.942	 16310
 334.944	 16320
 334.947	 16320
 334.949	 16320
 334.952	 16310
 334.954	 16320
 334.956	 16320
 334.959	 16320
 334.961	 16335
 334.963	 16320
 334.966	 16320
 334.968	 16320
 334.970	 16320
 334.973	 16320
 334.975	 16335
 334.977	 16335
 334.980	 16335
 334.982	 16335
 334.984	 16350
 334.987	 16335
 334.989	 16320
 334.991	 16320
 334.994	 16320
 334.996	 16320
 334.998	 16320
 335.001	 16335
 335.003	 16335
 335.005	 16320
 335.008	 16335
 335.010	 16320
 335.012	 16320
 335.015	 16320
 335.017	 16320
 335.019	 16320
 335.022	 16310
 335.024	 16320
 335.027	 16310
 335.029	 16310
 335.031	 16310
 335.034	 16320
 335.036	 16310
 335.038	 16320
 335.041	 16335
 335.043	 16320
 335.045	 16320
 335.048	 16350
 335.050	 16335
 335.052	 16320
 335.055	 16320
 335.057	 16310
 335.059	 16320
 335.062	 16335
 335.064	 16310
 335.066	 16310
 335.069	 16310
 335.071	 16310
 335.073	 16310
 335.076	 16310
 335.078	 16310
 335.080	 16310
 335.083	 16310
 335.085	 16295
 335.087	 16295
 335.090	 16310
 335.092	 16295
 335.095	 16295
 335.097	 16280
 335.099	 16280
 335.102	 16270
 335.104	 16270
 335.106	 16280
 335.109	 16280
 335.111	 16280
 335.113	 16295
 335.116	 16280
 335.118	 16280
 335.120	 16280
 335.123	 16270
 335.125	 16295
 335.127	 16295
 335.130	 16295
 335.132	 16280
 335.134	 16270
 335.137	 16270
 335.139	 16270
 335.141	 16255
 335.144	 16255
 335.146	 16255
 335.148	 16270
 335.151	 16270
 335.153	 16280
 335.155	 16280
 335.158	 16280
 335.160	 16280
 335.162	 16270
 335.165	 16270
 335.167	 16255
 335.170	 16270
 335.172	 16270
 335.174	 16270
 335.177	 16280
 335.179	 16270
 335.181	 16280
 335.184	 16270
 335.186	 16270
 335.188	 16255
 335.191	 16255
 335.193	 16270
 335.195	 16280
 335.198	 16280
 335.200	 16280
 335.202	 16255
 335.205	 16240
 335.207	 16240
 335.209	 16240
 335.212	 16240
 335.214	 16240
 335.216	 16240
 335.219	 16240
 335.221	 16240
 335.223	 16255
 335.226	 16270
 335.228	 16255
 335.230	 16255
 335.233	 16270
 335.235	 16255
 335.238	 16255
 335.240	 16255
 335.242	 16270
 335.245	 16270
 335.247	 16270
 335.249	 16270
 335.252	 16270
 335.254	 16280
 335.256	 16280
 335.259	 16270
 335.261	 16280
 335.263	 16255
 335.266	 16240
 335.268	 16255
 335.270	 16255
 335.273	 16240
 335.275	 16255
 335.277	 16240
 335.280	 16240
 335.282	 16230
 335.284	 16230
 335.287	 16230
 335.289	 16230
 335.291	 16230
 335.294	 16230
 335.296	 16230
 335.298	 16230
 335.301	 16230
 335.303	 16230
 335.305	 16230
 335.308	 16230
 335.310	 16215
 335.313	 16230
 335.315	 16230
 335.317	 16240
 335.320	 16230
 335.322	 16230
 335.324	 16230
 335.327	 16230
 335.329	 16230
 335.331	 16230
 335.334	 16230
 335.336	 16230
 335.338	 16230
 335.341	 16230
 335.343	 16215
 335.345	 16215
 335.348	 16215
 335.350	 16215
 335.352	 16215
 335.355	 16230
 335.357	 16230
 335.359	 16215
 335.362	 16215
 335.364	 16230
 335.366	 16215
 335.369	 16215
 335.371	 16215
 335.373	 16215
 335.376	 16215
 335.378	 16200
 335.381	 16200
 335.383	 16200
 335.385	 16200
 335.388	 16215
 335.390	 16200
 335.392	 16230
 335.395	 16230
 335.397	 16215
 335.399	 16215
 335.402	 16215
 335.404	 16215
 335.406	 16200
 335.409	 16200
 335.411	 16200
 335.413	 16215
 335.416	 16200
 335.418	 16200
 335.420	 16200
 335.423	 16200
 335.425	 16175
 335.427	 16175
 335.430	 16175
 335.432	 16175
 335.434	 16175
 335.437	 16175
 335.439	 16175
 335.441	 16190
 335.444	 16190
 335.446	 16190
 335.449	 16190
 335.451	 16200
 335.453	 16190
 335.456	 16190
 335.458	 16190
 335.460	 16175
 335.463	 16175
 335.465	 16175
 335.467	 16175
 335.470	 16175
 335.472	 16160
 335.474	 16175
 335.477	 16175
 335.479	 16175
 335.481	 16190
 335.484	 16190
 335.486	 16190
 335.488	 16190
 335.491	 16200
 335.493	 16200
 335.495	 16200
 335.498	 16200
 335.500	 16200
 335.502	 16215
 335.505	 16230
 335.507	 16230
 335.509	 16215
 335.512	 16230
 335.514	 16215
 335.516	 16215
 335.519	 16215
 335.521	 16215
 335.524	 16215
 335.526	 16230
 335.528	 16230
 335.531	 16215
 335.533	 16230
 335.535	 16215
 335.538	 16215
 335.540	 16230
 335.542	 16230
 335.545	 16230
 335.547	 16230
 335.549	 16230
 335.552	 16230
 335.554	 16230
 335.556	 16215
 335.559	 16240
 335.561	 16240
 335.563	 16240
 335.566	 16240
 335.568	 16240
 335.570	 16230
 335.573	 16255
 335.575	 16255
 335.577	 16255
 335.580	 16240
 335.582	 16240
 335.584	 16240
 335.587	 16240
 335.589	 16240
 335.592	 16240
 335.594	 16240
 335.596	 16240
 335.599	 16255
 335.601	 16255
 335.603	 16240
 335.606	 16255
 335.608	 16255
 335.610	 16255
 335.613	 16270
 335.615	 16270
 335.617	 16280
 335.620	 16270
 335.622	 16270
 335.624	 16270
 335.627	 16270
 335.629	 16255
 335.631	 16270
 335.634	 16270
 335.636	 16280
 335.638	 16280
 335.641	 16280
