field	4.spe
 332.692	 16135
 332.694	 16135
 332.696	 16135
 332.699	 16135
 332.701	 16135
 332.703	 16135
 332.706	 16150
 332.708	 16150
 332.710	 16150
 332.713	 16150
 332.715	 16135
 332.717	 16150
 332.720	 16150
 332.722	 16135
 332.724	 16150
 332.727	 16160
 332.729	 16150
 332.731	 16160
 332.734	 16150
 332.736	 16150
 332.738	 16150
 332.741	 16150
 332.743	 16160
 332.745	 16160
 332.748	 16160
 332.750	 16150
 332.753	 16160
 332.755	 16135
 332.757	 16135
 332.760	 16135
 332.762	 16135
 332.764	 16150
 332.767	 16135
 332.769	 16120
 332.771	 16135
 332.774	 16160
 332.776	 16150
 332.778	 16135
 332.781	 16135
 332.783	 16150
 332.785	 16150
 332.788	 16150
 332.790	 16150
 332.792	 16150
 332.795	 16150
 332.797	 16150
 332.799	 16150
 332.802	 16150
 332.804	 16135
 332.806	 16150
 332.809	 16135
 332.811	 16150
 332.813	 16135
 332.816	 16120
 332.818	 16120
 332.821	 16120
 332.823	 16120
 332.825	 16110
 332.828	 16120
 332.830	 16135
 332.832	 16135
 332.835	 16135
 332.837	 16135
 332.839	 16135
 332.842	 16150
 332.844	 16150
 332.846	 16135
 332.849	 16150
 332.851	 16150
 332.853	 16135
 332.856	 16135
 332.858	 16135
 332.860	 16135
 332.863	 16135
 332.865	 16135
 332.867	 16120
 332.870	 16120
 332.872	 16120
 332.874	 16120
 332.877	 16120
 332.879	 16135
 332.881	 16120
 332.884	 16135
 332.886	 16120
 332.889	 16135
 332.891	 16120
 332.893	 16120
 332.896	 16120
 332.898	 16135
 332.900	 16135
 332.903	 16135
 332.905	 16135
 332.907	 16135
 332.910	 16135
 332.912	 16135
 332.914	 16120
 332.917	 16120
 332.919	 16120
 332.921	 16120
 332.924	 16135
 332.926	 16135
 332.928	 16120
 332.931	 16120
 332.933	 16135
 332.935	 16135
 332.938	 16135
 332.940	 16135
 332.942	 16135
 332.945	 16135
 332.947	 16135
 332.949	 16135
 332.952	 16120
 332.954	 16135
 332.956	 16120
 332.959	 16135
 332.961	 16135
 332.964	 16135
 332.966	 16120
 332.968	 16120
 332.971	 16120
 332.973	 16120
 332.975	 16120
 332.978	 16135
 332.980	 16135
 332.982	 16135
 332.985	 16135
 332.987	 16150
 332.989	 16150
 332.992	 16135
 332.994	 16150
 332.996	 16135
 332.999	 16160
 333.001	 16160
 333.003	 16150
 333.006	 16150
 333.008	 16150
 333.010	 16150
 333.013	 16150
 333.015	 16150
 333.017	 16150
 333.020	 16150
 333.022	 16150
 333.024	 16150
 333.027	 16150
 333.029	 16150
 333.032	 16135
 333.034	 16135
 333.036	 16135
 333.039	 16135
 333.041	 16135
 333.043	 16135
 333.046	 16135
 333.048	 16150
 333.050	 16150
 333.053	 16150
 333.055	 16150
 333.057	 16135
 333.060	 16120
 333.062	 16120
 333.064	 16120
 333.067	 16120
 333.069	 16120
 333.071	 16135
 333.074	 16135
 333.076	 16120
 333.078	 16135
 333.081	 16135
 333.083	 16135
 333.085	 16135
 333.088	 16135
 333.090	 16135
 333.092	 16135
 333.095	 16135
 333.097	 16120
 333.099	 16135
 333.102	 16135
 333.104	 16135
 333.107	 16135
 333.109	 16150
 333.111	 16150
 333.114	 16150
 333.116	 16150
 333.118	 16150
 333.121	 16160
 333.123	 16160
 333.125	 16160
 333.128	 16150
 333.130	 16135
 333.132	 16150
 333.135	 16150
 333.137	 16150
 333.139	 16150
 333.142	 16150
 333.144	 16150
 333.146	 16150
 333.149	 16135
 333.151	 16135
 333.153	 16150
 333.156	 16150
 333.158	 16150
 333.160	 16150
 333.163	 16150
 333.165	 16150
 333.167	 16150
 333.170	 16160
 333.172	 16160
 333.175	 16160
 333.177	 16160
 333.179	 16150
 333.182	 16150
 333.184	 16150
 333.186	 16160
 333.189	 16160
 333.191	 16150
 333.193	 16150
 333.196	 16150
 333.198	 16150
 333.200	 16150
 333.203	 16135
 333.205	 16150
 333.207	 16120
 333.210	 16135
 333.212	 16135
 333.214	 16135
 333.217	 16135
 333.219	 16135
 333.221	 16135
 333.224	 16135
 333.226	 16150
 333.228	 16150
 333.231	 16150
 333.233	 16150
 333.235	 16150
 333.238	 16150
 333.240	 16135
 333.242	 16160
 333.245	 16160
 333.247	 16150
 333.250	 16160
 333.252	 16160
 333.254	 16150
 333.257	 16150
 333.259	 16150
 333.261	 16150
 333.264	 16160
 333.266	 16160
 333.268	 16160
 333.271	 16150
 333.273	 16150
 333.275	 16150
 333.278	 16150
 333.280	 16160
 333.282	 16160
 333.285	 16160
 333.287	 16160
 333.289	 16160
 333.292	 16160
 333.294	 16175
 333.296	 16160
 333.299	 16160
 333.301	 16175
 333.303	 16175
 333.306	 16175
 333.308	 16190
 333.310	 16175
 333.313	 16160
 333.315	 16160
 333.318	 16160
 333.320	 16160
 333.322	 16175
 333.325	 16160
 333.327	 16160
 333.329	 16160
 333.332	 16160
 333.334	 16175
 333.336	 16175
 333.339	 16175
 333.341	 16175
 333.343	 16175
 333.346	 16175
 333.348	 16160
 333.350	 16175
 333.353	 16175
 333.355	 16175
 333.357	 16175
 333.360	 16175
 333.362	 16160
 333.364	 16160
 333.367	 16150
 333.369	 16160
 333.371	 16150
 333.374	 16135
 333.376	 16135
 333.378	 16135
 333.381	 16135
 333.383	 16135
 333.385	 16135
 333.388	 16135
 333.390	 16135
 333.393	 16135
 333.395	 16135
 333.397	 16135
 333.400	 16135
 333.402	 16150
 333.404	 16135
 333.407	 16150
 333.409	 16150
 333.411	 16150
 333.414	 16150
 333.416	 16150
 333.418	 16150
 333.421	 16150
 333.423	 16150
 333.425	 16160
 333.428	 16160
 333.430	 16160
 333.432	 16160
 333.435	 16175
 333.437	 16175
 333.439	 16175
 333.442	 16175
 333.444	 16175
 333.446	 16175
 333.449	 16175
 333.451	 16175
 333.453	 16175
 333.456	 16175
 333.458	 16175
 333.461	 16175
 333.463	 16175
 333.465	 16190
 333.468	 16200
 333.470	 16190
 333.472	 16175
 333.475	 16190
 333.477	 16190
 333.479	 16190
 333.482	 16190
 333.484	 16175
 333.486	 16175
 333.489	 16200
 333.491	 16175
 333.493	 16190
 333.496	 16175
 333.498	 16175
 333.500	 16175
 333.503	 16190
 333.505	 16175
 333.507	 16175
 333.510	 16175
 333.512	 16175
 333.514	 16175
 333.517	 16160
 333.519	 16160
 333.521	 16160
 333.524	 16160
 333.526	 16150
 333.529	 16160
 333.531	 16150
 333.533	 16135
 333.536	 16135
 333.538	 16135
 333.540	 16150
 333.543	 16150
 333.545	 16135
 333.547	 16120
 333.550	 16135
 333.552	 16135
 333.554	 16120
 333.557	 16120
 333.559	 16120
 333.561	 16135
 333.564	 16135
 333.566	 16160
 333.568	 16150
 333.571	 16150
 333.573	 16150
 333.575	 16150
 333.578	 16150
 333.580	 16150
 333.582	 16160
 333.585	 16190
 333.587	 16190
 333.589	 16175
 333.592	 16150
 333.594	 16175
 333.596	 16175
 333.599	 16175
 333.601	 16190
 333.604	 16175
 333.606	 16160
 333.608	 16160
 333.611	 16160
 333.613	 16160
 333.615	 16175
 333.618	 16160
 333.620	 16175
 333.622	 16160
 333.625	 16160
 333.627	 16160
 333.629	 16160
 333.632	 16160
 333.634	 16160
 333.636	 16160
 333.639	 16160
 333.641	 16150
 333.643	 16160
 333.646	 16160
 333.648	 16160
 333.650	 16150
 333.653	 16150
 333.655	 16160
 333.657	 16160
 333.660	 16160
 333.662	 16160
 333.664	 16160
 333.667	 16160
 333.669	 16175
 333.672	 16160
 333.674	 16150
 333.676	 16150
 333.679	 16150
 333.681	 16135
 333.683	 16160
 333.686	 16160
 333.688	 16160
 333.690	 16160
 333.693	 16150
 333.695	 16160
 333.697	 16175
 333.700	 16160
 333.702	 16160
 333.704	 16160
 333.707	 16150
 333.709	 16160
 333.711	 16150
 333.714	 16150
 333.716	 16160
 333.718	 16175
 333.721	 16175
 333.723	 16160
 333.725	 16160
 333.728	 16160
 333.730	 16160
 333.732	 16175
 333.735	 16175
 333.737	 16190
 333.739	 16175
 333.742	 16160
 333.744	 16175
 333.747	 16175
 333.749	 16175
 333.751	 16175
 333.754	 16175
 333.756	 16175
 333.758	 16175
 333.761	 16160
 333.763	 16160
 333.765	 16150
 333.768	 16150
 333.770	 16160
 333.772	 16160
 333.775	 16175
 333.777	 16175
 333.779	 16175
 333.782	 16175
 333.784	 16175
 333.786	 16175
 333.789	 16175
 333.791	 16190
 333.793	 16190
 333.796	 16190
 333.798	 16175
 333.800	 16160
 333.803	 16175
 333.805	 16160
 333.807	 16175
 333.810	 16175
 333.812	 16175
 333.815	 16160
 333.817	 16150
 333.819	 16150
 333.822	 16150
 333.824	 16150
 333.826	 16150
 333.829	 16150
 333.831	 16135
 333.833	 16150
 333.836	 16150
 333.838	 16150
 333.840	 16150
 333.843	 16160
 333.845	 16150
 333.847	 16150
 333.850	 16135
 333.852	 16150
 333.854	 16175
 333.857	 16175
 333.859	 16150
 333.861	 16175
 333.864	 16175
 333.866	 16175
 333.868	 16160
 333.871	 16190
 333.873	 16190
 333.875	 16190
 333.878	 16200
 333.880	 16190
 333.882	 16175
 333.885	 16175
 333.887	 16175
 333.890	 16175
 333.892	 16190
 333.894	 16190
 333.897	 16175
 333.899	 16175
 333.901	 16175
 333.904	 16175
 333.906	 16190
 333.908	 16200
 333.911	 16200
 333.913	 16175
 333.915	 16190
 333.918	 16190
 333.920	 16175
 333.922	 16175
 333.925	 16190
 333.927	 16190
 333.929	 16160
 333.932	 16160
 333.934	 16160
 333.936	 16160
 333.939	 16160
 333.941	 16160
 333.943	 16150
 333.946	 16150
 333.948	 16150
 333.950	 16160
 333.953	 16160
 333.955	 16160
 333.958	 16160
 333.960	 16150
 333.962	 16160
 333.965	 16175
 333.967	 16150
 333.969	 16135
 333.972	 16135
 333.974	 16150
 333.976	 16150
 333.979	 16150
 333.981	 16150
 333.983	 16150
 333.986	 16150
 333.988	 16150
 333.990	 16150
 333.993	 16150
 333.995	 16150
 333.997	 16160
 334.000	 16150
 334.002	 16160
 334.004	 16160
 334.007	 16160
 334.009	 16160
 334.011	 16160
 334.014	 16160
 334.016	 16175
 334.018	 16175
 334.021	 16175
 334.023	 16175
 334.025	 16175
 334.028	 16175
 334.030	 16175
 334.033	 16175
 334.035	 16175
 334.037	 16175
 334.040	 16175
 334.042	 16190
 334.044	 16175
 334.047	 16150
 334.049	 16160
 334.051	 16150
 334.054	 16175
 334.056	 16175
 334.058	 16190
 334.061	 16190
 334.063	 16175
 334.065	 16175
 334.068	 16175
 334.070	 16175
 334.072	 16190
 334.075	 16175
 334.077	 16175
 334.079	 16175
 334.082	 16190
 334.084	 16175
 334.086	 16175
 334.089	 16175
 334.091	 16175
 334.093	 16175
 334.096	 16175
 334.098	 16175
 334.101	 16175
 334.103	 16190
 334.105	 16190
 334.108	 16190
 334.110	 16190
 334.112	 16190
 334.115	 16190
 334.117	 16190
 334.119	 16190
 334.122	 16190
 334.124	 16190
 334.126	 16175
 334.129	 16160
 334.131	 16160
 334.133	 16175
 334.136	 16175
 334.138	 16190
 334.140	 16175
 334.143	 16175
 334.145	 16190
 334.147	 16175
 334.150	 16175
 334.152	 16175
 334.154	 16175
 334.157	 16175
 334.159	 16190
 334.161	 16175
 334.164	 16175
 334.166	 16175
 334.169	 16190
 334.171	 16215
 334.173	 16190
 334.176	 16175
 334.178	 16175
 334.180	 16160
 334.183	 16175
 334.185	 16175
 334.187	 16190
 334.190	 16175
 334.192	 16160
 334.194	 16175
 334.197	 16175
 334.199	 16175
 334.201	 16190
 334.204	 16190
 334.206	 16190
 334.208	 16175
 334.211	 16190
 334.213	 16190
 334.215	 16200
 334.218	 16200
 334.220	 16190
 334.222	 16190
 334.225	 16200
 334.227	 16200
 334.229	 16200
 334.232	 16200
 334.234	 16200
 334.236	 16200
 334.239	 16200
 334.241	 16190
 334.244	 16200
 334.246	 16200
 334.248	 16200
 334.251	 16200
 334.253	 16200
 334.255	 16200
 334.258	 16230
 334.260	 16230
 334.262	 16200
 334.265	 16200
 334.267	 16200
 334.269	 16215
 334.272	 16215
 334.274	 16215
 334.276	 16230
 334.279	 16230
 334.281	 16230
 334.283	 16230
 334.286	 16230
 334.288	 16230
 334.290	 16230
 334.293	 16230
 334.295	 16230
 334.297	 16230
 334.300	 16230
 334.302	 16230
 334.304	 16230
 334.307	 16230
 334.309	 16230
 334.312	 16215
 334.314	 16215
 334.316	 16200
 334.319	 16200
 334.321	 16200
 334.323	 16190
 334.326	 16200
 334.328	 16215
 334.330	 16200
 334.333	 16190
 334.335	 16190
 334.337	 16190
 334.340	 16200
 334.342	 16190
 334.344	 16200
 334.347	 16200
 334.349	 16215
 334.351	 16215
 334.354	 16215
 334.356	 16215
 334.358	 16215
 334.361	 16230
 334.363	 16230
 334.365	 16240
 334.368	 16240
 334.370	 16240
 334.372	 16240
 334.375	 16230
 334.377	 16240
 334.379	 16240
 334.382	 16240
 334.384	 16240
 334.387	 16240
 334.389	 16240
 334.391	 16230
 334.394	 16230
 334.396	 16230
 334.398	 16230
 334.401	 16240
 334.403	 16240
 334.405	 16240
 334.408	 16240
 334.410	 16255
 334.412	 16255
 334.415	 16255
 334.417	 16240
 334.419	 16230
 334.422	 16240
 334.424	 16240
 334.426	 16230
 334.429	 16230
 334.431	 16240
 334.433	 16240
 334.436	 16240
 334.438	 16240
 334.440	 16240
 334.443	 16255
 334.445	 16255
 334.447	 16270
 334.450	 16240
 334.452	 16255
 334.455	 16240
 334.457	 16240
 334.459	 16255
 334.462	 16255
 334.464	 16240
 334.466	 16240
 334.469	 16255
 334.471	 16270
 334.473	 16270
 334.476	 16270
 334.478	 16270
 334.480	 16280
 334.483	 16280
 334.485	 16280
 334.487	 16280
 334.490	 16295
 334.492	 16280
 334.494	 16280
 334.497	 16280
 334.499	 16295
 334.501	 16280
 334.504	 16280
 334.506	 16270
 334.508	 16280
 334.511	 16280
 334.513	 16280
 334.515	 16280
 334.518	 16280
 334.520	 16280
 334.522	 16280
 334.525	 16280
 334.527	 16280
 334.530	 16280
 334.532	 16280
 334.534	 16280
 334.537	 16310
 334.539	 16310
 334.541	 16295
 334.544	 16310
 334.546	 16310
 334.548	 16310
 334.551	 16320
 334.553	 16310
 334.555	 16310
 334.558	 16320
 334.560	 16320
 334.562	 16320
 334.565	 16320
 334.567	 16335
 334.569	 16335
 334.572	 16335
 334.574	 16335
 334.576	 16335
 334.579	 16320
 334.581	 16320
 334.583	 16310
 334.586	 16320
 334.588	 16320
 334.590	 16320
 334.593	 16320
 334.595	 16320
 334.598	 16320
 334.600	 16320
 334.602	 16335
 334.605	 16350
 334.607	 16350
 334.609	 16350
 334.612	 16350
 334.614	 16350
 334.616	 16360
 334.619	 16360
 334.621	 16360
 334.623	 16350
 334.626	 16350
 334.628	 16350
 334.630	 16350
 334.633	 16350
 334.635	 16350
 334.637	 16350
 334.640	 16350
 334.642	 16350
 334.644	 16335
 334.647	 16350
 334.649	 16350
 334.651	 16335
 334.654	 16350
 334.656	 16360
 334.658	 16350
 334.661	 16360
 334.663	 16360
 334.665	 16360
 334.668	 16360
 334.670	 16375
 334.673	 16375
 334.675	 16375
 334.677	 16375
 334.680	 16360
 334.682	 16360
 334.684	 16360
 334.687	 16360
 334.689	 16360
 334.691	 16360
 334.694	 16375
 334.696	 16375
 334.698	 16390
 334.701	 16390
 334.703	 16400
 334.705	 16390
 334.708	 16375
 334.710	 16375
 334.712	 16375
 334.715	 16375
 334.717	 16375
 334.719	 16375
 334.722	 16390
 334.724	 16400
 334.726	 16400
 334.729	 16390
 334.731	 16375
 334.733	 16375
 334.736	 16390
 334.738	 16390
 334.741	 16400
 334.743	 16400
 334.745	 16400
 334.748	 16415
 334.750	 16415
 334.752	 16415
 334.755	 16415
 334.757	 16415
 334.759	 16415
 334.762	 16415
 334.764	 16415
 334.766	 16415
 334.769	 16415
 334.771	 16415
 334.773	 16415
 334.776	 16415
 334.778	 16430
 334.780	 16430
 334.783	 16400
 334.785	 16415
 334.787	 16415
 334.790	 16415
 334.792	 16430
 334.794	 16430
 334.797	 16400
 334.799	 16430
 334.801	 16430
 334.804	 16430
 334.806	 16430
 334.809	 16430
 334.811	 16415
 334.813	 16430
 334.816	 16430
 334.818	 16430
 334.820	 16415
 334.823	 16415
 334.825	 16430
 334.827	 16430
 334.830	 16415
 334.832	 16415
 334.834	 16415
 334.837	 16415
 334.839	 16415
 334.841	 16415
 334.844	 16430
 334.846	 16430
 334.848	 16440
 334.851	 16455
 334.853	 16455
 334.855	 16455
 334.858	 16455
 334.860	 16455
 334.862	 16455
 334.865	 16455
 334.867	 16455
 334.869	 16470
 334.872	 16470
 334.874	 16470
 334.876	 16470
 334.879	 16470
 334.881	 16470
 334.884	 16470
 334.886	 16480
 334.888	 16470
 334.891	 16480
 334.893	 16480
 334.895	 16480
 334.898	 16480
 334.900	 16495
 334.902	 16495
 334.905	 16510
 334.907	 16510
 334.909	 16510
 334.912	 16520
 334.914	 16510
 334.916	 16510
 334.919	 16510
 334.921	 16510
 334.923	 16510
 334.926	 16510
 334.928	 16520
 334.930	 16510
 334.933	 16520
 334.935	 16520
 334.937	 16520
 334.940	 16510
 334.942	 16520
 334.944	 16535
 334.947	 16535
 334.949	 16535
 334.952	 16535
 334.954	 16535
 334.956	 16520
 334.959	 16520
 334.961	 16520
 334.963	 16535
 334.966	 16535
 334.968	 16510
 334.970	 16510
 334.973	 16510
 334.975	 16510
 334.977	 16510
 334.980	 16520
 334.982	 16520
 334.984	 16520
 334.987	 16510
 334.989	 16510
 334.991	 16510
 334.994	 16510
 334.996	 16510
 334.998	 16510
 335.001	 16510
 335.003	 16520
 335.005	 16510
 335.008	 16520
 335.010	 16510
 335.012	 16495
 335.015	 16510
 335.017	 16520
 335.019	 16520
 335.022	 16520
 335.024	 16535
 335.027	 16520
 335.029	 16510
 335.031	 16520
 335.034	 16520
 335.036	 16520
 335.038	 16520
 335.041	 16535
 335.043	 16535
 335.045	 16520
 335.048	 16520
 335.050	 16520
 335.052	 16520
 335.055	 16520
 335.057	 16520
 335.059	 16535
 335.062	 16535
 335.064	 16520
 335.066	 16520
 335.069	 16510
 335.071	 16495
 335.073	 16480
 335.076	 16480
 335.078	 16480
 335.080	 16495
 335.083	 16495
 335.085	 16495
 335.087	 16495
 335.090	 16495
 335.092	 16495
 335.095	 16455
 335.097	 16470
 335.099	 16455
 335.102	 16455
 335.104	 16480
 335.106	 16480
 335.109	 16470
 335.111	 16470
 335.113	 16455
 335.116	 16455
 335.118	 16455
 335.120	 16470
 335.123	 16470
 335.125	 16455
 335.127	 16455
 335.130	 16455
 335.132	 16455
 335.134	 16455
 335.137	 16455
 335.139	 16470
 335.141	 16455
 335.144	 16470
 335.146	 16470
 335.148	 16455
 335.151	 16455
 335.153	 16470
 335.155	 16470
 335.158	 16470
 335.160	 16470
 335.162	 16470
 335.165	 16455
 335.167	 16455
 335.170	 16455
 335.172	 16455
 335.174	 16455
 335.177	 16440
 335.179	 16440
 335.181	 16440
 335.184	 16440
 335.186	 16455
 335.188	 16440
 335.191	 16430
 335.193	 16430
 335.195	 16430
 335.198	 16440
 335.200	 16415
 335.202	 16415
 335.205	 16415
 335.207	 16415
 335.209	 16415
 335.212	 16415
 335.214	 16430
 335.216	 16415
 335.219	 16390
 335.221	 16390
 335.223	 16390
 335.226	 16390
 335.228	 16400
 335.230	 16400
 335.233	 16390
 335.235	 16400
 335.238	 16390
 335.240	 16400
 335.242	 16390
 335.245	 16390
 335.247	 16390
 335.249	 16390
 335.252	 16375
 335.254	 16375
 335.256	 16375
 335.259	 16375
 335.261	 16375
 335.263	 16375
 335.266	 16375
 335.268	 16375
 335.270	 16390
 335.273	 16360
 335.275	 16375
 335.277	 16360
 335.280	 16375
 335.282	 16360
 335.284	 16360
 335.287	 16360
 335.289	 16360
 335.291	 16360
 335.294	 16350
 335.296	 16360
 335.298	 16360
 335.301	 16360
 335.303	 16360
 335.305	 16350
 335.308	 16350
 335.310	 16350
 335.313	 16350
 335.315	 16350
 335.317	 16350
 335.320	 16350
 335.322	 16350
 335.324	 16320
 335.327	 16320
 335.329	 16320
 335.331	 16320
 335.334	 16320
 335.336	 16320
 335.338	 16320
 335.341	 16320
 335.343	 16295
 335.345	 16310
 335.348	 16310
 335.350	 16295
 335.352	 16310
 335.355	 16295
 335.357	 16295
 335.359	 16295
 335.362	 16295
 335.364	 16295
 335.366	 16310
 335.369	 16280
 335.371	 16270
 335.373	 16280
 335.376	 16280
 335.378	 16295
 335.381	 16295
 335.383	 16295
 335.385	 16295
 335.388	 16295
 335.390	 16295
 335.392	 16310
 335.395	 16295
 335.397	 16310
 335.399	 16310
 335.402	 16310
 335.404	 16310
 335.406	 16310
 335.409	 16310
 335.411	 16295
 335.413	 16295
 335.416	 16295
 335.418	 16280
 335.420	 16280
 335.423	 16280
 335.425	 16280
 335.427	 16280
 335.430	 16280
 335.432	 16270
 335.434	 16270
 335.437	 16280
 335.439	 16280
 335.441	 16270
 335.444	 16270
 335.446	 16280
 335.449	 16280
 335.451	 16280
 335.453	 16280
 335.456	 16280
 335.458	 16280
 335.460	 16280
 335.463	 16280
 335.465	 16270
 335.467	 16270
 335.470	 16270
 335.472	 16270
 335.474	 16280
 335.477	 16280
 335.479	 16280
 335.481	 16295
 335.484	 16295
 335.486	 16280
 335.488	 16295
 335.491	 16295
 335.493	 16295
 335.495	 16295
 335.498	 16295
 335.500	 16295
 335.502	 16295
 335.505	 16295
 335.507	 16310
 335.509	 16310
 335.512	 16310
 335.514	 16310
 335.516	 16310
 335.519	 16295
 335.521	 16295
 335.524	 16295
 335.526	 16295
 335.528	 16295
 335.531	 16295
 335.533	 16295
 335.535	 16295
 335.538	 16295
 335.540	 16295
 335.542	 16295
 335.545	 16310
 335.547	 16310
 335.549	 16295
 335.552	 16295
 335.554	 16280
 335.556	 16280
 335.559	 16280
 335.561	 16280
 335.563	 16280
 335.566	 16280
 335.568	 16280
 335.570	 16280
 335.573	 16280
 335.575	 16280
 335.577	 16280
 335.580	 16280
 335.582	 16280
 335.584	 16280
 335.587	 16310
 335.589	 16310
 335.592	 16310
 335.594	 16310
 335.596	 16310
 335.599	 16310
 335.601	 16310
 335.603	 16320
 335.606	 16310
 335.608	 16310
 335.610	 16320
 335.613	 16320
 335.615	 16320
 335.617	 16350
 335.620	 16335
 335.622	 16350
 335.624	 16350
 335.627	 16350
 335.629	 16360
 335.631	 16360
 335.634	 16390
 335.636	 16375
 335.638	 16375
 335.641	 16375
