 332.002	 16160
 332.005	 16160
 332.007	 16160
 332.009	 16160
 332.012	 16150
 332.014	 16150
 332.016	 16150
 332.019	 16160
 332.021	 16150
 332.023	 16150
 332.026	 16150
 332.028	 16150
 332.030	 16150
 332.033	 16160
 332.035	 16150
 332.038	 16150
 332.040	 16150
 332.042	 16150
 332.045	 16150
 332.047	 16150
 332.049	 16135
 332.052	 16120
 332.054	 16120
 332.056	 16135
 332.059	 16135
 332.061	 16120
 332.063	 16120
 332.066	 16120
 332.068	 16120
 332.070	 16120
 332.073	 16120
 332.075	 16110
 332.077	 16120
 332.080	 16135
 332.082	 16135
 332.084	 16135
 332.087	 16135
 332.089	 16135
 332.091	 16150
 332.094	 16150
 332.096	 16150
 332.098	 16135
 332.101	 16135
 332.103	 16135
 332.105	 16135
 332.108	 16135
 332.110	 16135
 332.113	 16135
 332.115	 16120
 332.117	 16135
 332.120	 16120
 332.122	 16135
 332.124	 16135
 332.127	 16120
 332.129	 16110
 332.131	 16110
 332.134	 16110
 332.136	 16120
 332.138	 16120
 332.141	 16135
 332.143	 16120
 332.145	 16135
 332.148	 16135
 332.150	 16120
 332.152	 16120
 332.155	 16120
 332.157	 16120
 332.159	 16135
 332.162	 16120
 332.164	 16135
 332.166	 16135
 332.169	 16135
 332.171	 16110
 332.173	 16120
 332.176	 16135
 332.178	 16135
 332.181	 16120
 332.183	 16120
 332.185	 16120
 332.188	 16120
 332.190	 16095
 332.192	 16095
 332.195	 16095
 332.197	 16095
 332.199	 16110
 332.202	 16120
 332.204	 16120
 332.206	 16120
 332.209	 16120
 332.211	 16120
 332.213	 16110
 332.216	 16120
 332.218	 16120
 332.220	 16120
 332.223	 16120
 332.225	 16120
 332.227	 16120
 332.230	 16120
 332.232	 16120
 332.234	 16120
 332.237	 16120
 332.239	 16120
 332.241	 16120
 332.244	 16120
 332.246	 16120
 332.249	 16120
 332.251	 16120
 332.253	 16120
 332.256	 16120
 332.258	 16110
 332.260	 16120
 332.263	 16120
 332.265	 16120
 332.267	 16120
 332.270	 16120
 332.272	 16120
 332.274	 16110
 332.277	 16120
 332.279	 16120
 332.281	 16120
 332.284	 16120
 332.286	 16120
 332.288	 16150
 332.291	 16150
 332.293	 16150
 332.295	 16150
 332.298	 16135
 332.300	 16135
 332.302	 16150
 332.305	 16150
 332.307	 16120
 332.309	 16150
 332.312	 16150
 332.314	 16135
 332.316	 16120
 332.319	 16120
 332.321	 16120
 332.324	 16135
 332.326	 16160
 332.328	 16160
 332.331	 16160
 332.333	 16160
 332.335	 16160
 332.338	 16150
 332.340	 16150
 332.342	 16150
 332.345	 16150
 332.347	 16150
 332.349	 16150
 332.352	 16120
 332.354	 16120
 332.356	 16135
 332.359	 16135
 332.361	 16135
 332.363	 16135
 332.366	 16150
 332.368	 16160
 332.370	 16150
 332.373	 16160
 332.375	 16150
 332.377	 16150
 332.380	 16160
 332.382	 16150
 332.384	 16150
 332.387	 16150
 332.389	 16150
 332.392	 16135
