field	6.spe
 332.692	 16150
 332.694	 16150
 332.696	 16160
 332.699	 16135
 332.701	 16135
 332.703	 16150
 332.706	 16150
 332.708	 16150
 332.710	 16135
 332.713	 16135
 332.715	 16150
 332.717	 16135
 332.720	 16135
 332.722	 16135
 332.724	 16135
 332.727	 16135
 332.729	 16135
 332.731	 16135
 332.734	 16150
 332.736	 16150
 332.738	 16150
 332.741	 16150
 332.743	 16150
 332.745	 16150
 332.748	 16150
 332.750	 16150
 332.753	 16150
 332.755	 16150
 332.757	 16150
 332.760	 16150
 332.762	 16150
 332.764	 16150
 332.767	 16150
 332.769	 16150
 332.771	 16150
 332.774	 16150
 332.776	 16150
 332.778	 16150
 332.781	 16150
 332.783	 16150
 332.785	 16150
 332.788	 16135
 332.790	 16135
 332.792	 16135
 332.795	 16135
 332.797	 16120
 332.799	 16150
 332.802	 16135
 332.804	 16135
 332.806	 16135
 332.809	 16135
 332.811	 16135
 332.813	 16135
 332.816	 16135
 332.818	 16120
 332.821	 16135
 332.823	 16135
 332.825	 16135
 332.828	 16120
 332.830	 16135
 332.832	 16150
 332.835	 16150
 332.837	 16150
 332.839	 16120
 332.842	 16135
 332.844	 16135
 332.846	 16150
 332.849	 16135
 332.851	 16120
 332.853	 16150
 332.856	 16135
 332.858	 16120
 332.860	 16120
 332.863	 16150
 332.865	 16150
 332.867	 16135
 332.870	 16120
 332.872	 16150
 332.874	 16150
 332.877	 16135
 332.879	 16135
 332.881	 16135
 332.884	 16120
 332.886	 16135
 332.889	 16135
 332.891	 16135
 332.893	 16150
 332.896	 16135
 332.898	 16120
 332.900	 16135
 332.903	 16120
 332.905	 16135
 332.907	 16135
 332.910	 16135
 332.912	 16135
 332.914	 16135
 332.917	 16120
 332.919	 16120
 332.921	 16120
 332.924	 16120
 332.926	 16120
 332.928	 16135
 332.931	 16120
 332.933	 16120
 332.935	 16120
 332.938	 16120
 332.940	 16120
 332.942	 16120
 332.945	 16110
 332.947	 16110
 332.949	 16110
 332.952	 16110
 332.954	 16110
 332.956	 16110
 332.959	 16110
 332.961	 16110
 332.964	 16095
 332.966	 16110
 332.968	 16120
 332.971	 16120
 332.973	 16120
 332.975	 16120
 332.978	 16120
 332.980	 16110
 332.982	 16110
 332.985	 16135
 332.987	 16120
 332.989	 16120
 332.992	 16120
 332.994	 16135
 332.996	 16120
 332.999	 16120
 333.001	 16135
 333.003	 16135
 333.006	 16135
 333.008	 16135
 333.010	 16135
 333.013	 16135
 333.015	 16135
 333.017	 16120
 333.020	 16135
 333.022	 16135
 333.024	 16135
 333.027	 16135
 333.029	 16135
 333.032	 16135
 333.034	 16150
 333.036	 16135
 333.039	 16150
 333.041	 16150
 333.043	 16160
 333.046	 16160
 333.048	 16160
 333.050	 16160
 333.053	 16150
 333.055	 16150
 333.057	 16150
 333.060	 16150
 333.062	 16150
 333.064	 16135
 333.067	 16135
 333.069	 16135
 333.071	 16135
 333.074	 16135
 333.076	 16135
 333.078	 16135
 333.081	 16150
 333.083	 16135
 333.085	 16135
 333.088	 16135
 333.090	 16135
 333.092	 16135
 333.095	 16120
 333.097	 16120
 333.099	 16120
 333.102	 16120
 333.104	 16120
 333.107	 16120
 333.109	 16120
 333.111	 16120
 333.114	 16120
 333.116	 16120
 333.118	 16135
 333.121	 16120
 333.123	 16135
 333.125	 16135
 333.128	 16150
 333.130	 16120
 333.132	 16135
 333.135	 16120
 333.137	 16120
 333.139	 16135
 333.142	 16150
 333.144	 16150
 333.146	 16150
 333.149	 16150
 333.151	 16135
 333.153	 16135
 333.156	 16135
 333.158	 16150
 333.160	 16135
 333.163	 16135
 333.165	 16135
 333.167	 16135
 333.170	 16150
 333.172	 16150
 333.175	 16160
 333.177	 16160
 333.179	 16135
 333.182	 16135
 333.184	 16150
 333.186	 16135
 333.189	 16150
 333.191	 16150
 333.193	 16150
 333.196	 16135
 333.198	 16150
 333.200	 16150
 333.203	 16150
 333.205	 16135
 333.207	 16150
 333.210	 16135
 333.212	 16120
 333.214	 16120
 333.217	 16135
 333.219	 16135
 333.221	 16150
 333.224	 16135
 333.226	 16150
 333.228	 16150
 333.231	 16150
 333.233	 16135
 333.235	 16135
 333.238	 16150
 333.240	 16150
 333.242	 16150
 333.245	 16150
 333.247	 16135
 333.250	 16150
 333.252	 16150
 333.254	 16135
 333.257	 16135
 333.259	 16150
 333.261	 16150
 333.264	 16150
 333.266	 16150
 333.268	 16150
 333.271	 16135
 333.273	 16120
 333.275	 16135
 333.278	 16150
 333.280	 16135
 333.282	 16150
 333.285	 16150
 333.287	 16150
 333.289	 16150
 333.292	 16135
 333.294	 16160
 333.296	 16120
 333.299	 16135
 333.301	 16135
 333.303	 16135
 333.306	 16135
 333.308	 16135
 333.310	 16135
 333.313	 16135
 333.315	 16135
 333.318	 16150
 333.320	 16150
 333.322	 16150
 333.325	 16150
 333.327	 16160
 333.329	 16150
 333.332	 16160
 333.334	 16160
 333.336	 16160
 333.339	 16150
 333.341	 16150
 333.343	 16160
 333.346	 16160
 333.348	 16160
 333.350	 16135
 333.353	 16150
 333.355	 16150
 333.357	 16150
 333.360	 16135
 333.362	 16150
 333.364	 16135
 333.367	 16135
 333.369	 16135
 333.371	 16135
 333.374	 16150
 333.376	 16135
 333.378	 16135
 333.381	 16135
 333.383	 16135
 333.385	 16135
 333.388	 16135
 333.390	 16120
 333.393	 16120
 333.395	 16135
 333.397	 16150
 333.400	 16120
 333.402	 16135
 333.404	 16135
 333.407	 16135
 333.409	 16135
 333.411	 16135
 333.414	 16120
 333.416	 16135
 333.418	 16120
 333.421	 16120
 333.423	 16120
 333.425	 16120
 333.428	 16120
 333.430	 16120
 333.432	 16135
 333.435	 16135
 333.437	 16135
 333.439	 16135
 333.442	 16150
 333.444	 16135
 333.446	 16135
 333.449	 16135
 333.451	 16135
 333.453	 16135
 333.456	 16150
 333.458	 16135
 333.461	 16135
 333.463	 16135
 333.465	 16135
 333.468	 16135
 333.470	 16150
 333.472	 16135
 333.475	 16135
 333.477	 16150
 333.479	 16135
 333.482	 16160
 333.484	 16135
 333.486	 16135
 333.489	 16135
 333.491	 16150
 333.493	 16160
 333.496	 16160
 333.498	 16160
 333.500	 16150
 333.503	 16150
 333.505	 16150
 333.507	 16150
 333.510	 16150
 333.512	 16150
 333.514	 16150
 333.517	 16150
 333.519	 16135
 333.521	 16135
 333.524	 16150
 333.526	 16160
 333.529	 16160
 333.531	 16135
 333.533	 16135
 333.536	 16135
 333.538	 16120
 333.540	 16120
 333.543	 16120
 333.545	 16120
 333.547	 16120
 333.550	 16135
 333.552	 16135
 333.554	 16135
 333.557	 16135
 333.559	 16120
 333.561	 16110
 333.564	 16120
 333.566	 16110
 333.568	 16110
 333.571	 16110
 333.573	 16110
 333.575	 16110
 333.578	 16135
 333.580	 16135
 333.582	 16110
 333.585	 16120
 333.587	 16110
 333.589	 16135
 333.592	 16135
 333.594	 16135
 333.596	 16135
 333.599	 16135
 333.601	 16135
 333.604	 16135
 333.606	 16135
 333.608	 16135
 333.611	 16135
 333.613	 16120
 333.615	 16135
 333.618	 16135
 333.620	 16135
 333.622	 16135
 333.625	 16150
 333.627	 16150
 333.629	 16150
 333.632	 16150
 333.634	 16135
 333.636	 16135
 333.639	 16135
 333.641	 16120
 333.643	 16135
 333.646	 16135
 333.648	 16135
 333.650	 16135
 333.653	 16150
 333.655	 16150
 333.657	 16150
 333.660	 16135
 333.662	 16120
 333.664	 16135
 333.667	 16150
 333.669	 16150
 333.672	 16175
 333.674	 16175
 333.676	 16175
 333.679	 16160
 333.681	 16160
 333.683	 16160
 333.686	 16160
 333.688	 16160
 333.690	 16175
 333.693	 16160
 333.695	 16150
 333.697	 16150
 333.700	 16150
 333.702	 16150
 333.704	 16160
 333.707	 16160
 333.709	 16150
 333.711	 16150
 333.714	 16150
 333.716	 16150
 333.718	 16150
 333.721	 16150
 333.723	 16135
 333.725	 16150
 333.728	 16150
 333.730	 16135
 333.732	 16150
 333.735	 16135
 333.737	 16135
 333.739	 16135
 333.742	 16135
 333.744	 16150
 333.747	 16120
 333.749	 16120
 333.751	 16135
 333.754	 16135
 333.756	 16120
 333.758	 16120
 333.761	 16135
 333.763	 16135
 333.765	 16120
 333.768	 16120
 333.770	 16120
 333.772	 16120
 333.775	 16135
 333.777	 16135
 333.779	 16135
 333.782	 16135
 333.784	 16135
 333.786	 16135
 333.789	 16120
 333.791	 16120
 333.793	 16120
 333.796	 16135
 333.798	 16135
 333.800	 16120
 333.803	 16120
 333.805	 16120
 333.807	 16120
 333.810	 16110
 333.812	 16110
 333.815	 16110
 333.817	 16110
 333.819	 16110
 333.822	 16095
 333.824	 16120
 333.826	 16110
 333.829	 16120
 333.831	 16120
 333.833	 16120
 333.836	 16120
 333.838	 16120
 333.840	 16120
 333.843	 16120
 333.845	 16120
 333.847	 16120
 333.850	 16120
 333.852	 16110
 333.854	 16120
 333.857	 16110
 333.859	 16110
 333.861	 16120
 333.864	 16120
 333.866	 16120
 333.868	 16120
 333.871	 16135
 333.873	 16135
 333.875	 16135
 333.878	 16135
 333.880	 16135
 333.882	 16135
 333.885	 16135
 333.887	 16135
 333.890	 16135
 333.892	 16135
 333.894	 16135
 333.897	 16135
 333.899	 16120
 333.901	 16135
 333.904	 16135
 333.906	 16135
 333.908	 16120
 333.911	 16120
 333.913	 16135
 333.915	 16135
 333.918	 16120
 333.920	 16120
 333.922	 16120
 333.925	 16120
 333.927	 16120
 333.929	 16120
 333.932	 16120
 333.934	 16120
 333.936	 16120
 333.939	 16135
 333.941	 16150
 333.943	 16150
 333.946	 16150
 333.948	 16150
 333.950	 16150
 333.953	 16135
 333.955	 16135
 333.958	 16150
 333.960	 16150
 333.962	 16150
 333.965	 16135
 333.967	 16150
 333.969	 16135
 333.972	 16135
 333.974	 16135
 333.976	 16135
 333.979	 16150
 333.981	 16150
 333.983	 16150
 333.986	 16160
 333.988	 16150
 333.990	 16150
 333.993	 16160
 333.995	 16160
 333.997	 16150
 334.000	 16135
 334.002	 16160
 334.004	 16160
 334.007	 16160
 334.009	 16160
 334.011	 16160
 334.014	 16160
 334.016	 16160
 334.018	 16160
 334.021	 16160
 334.023	 16150
 334.025	 16150
 334.028	 16160
 334.030	 16160
 334.033	 16150
 334.035	 16150
 334.037	 16160
 334.040	 16160
 334.042	 16160
 334.044	 16150
 334.047	 16150
 334.049	 16150
 334.051	 16150
 334.054	 16160
 334.056	 16150
 334.058	 16150
 334.061	 16150
 334.063	 16160
 334.065	 16160
 334.068	 16160
 334.070	 16150
 334.072	 16160
 334.075	 16160
 334.077	 16175
 334.079	 16175
 334.082	 16160
 334.084	 16160
 334.086	 16160
 334.089	 16160
 334.091	 16160
 334.093	 16160
 334.096	 16160
 334.098	 16150
 334.101	 16160
 334.103	 16150
 334.105	 16160
 334.108	 16160
 334.110	 16150
 334.112	 16135
 334.115	 16135
 334.117	 16135
 334.119	 16135
 334.122	 16135
 334.124	 16160
 334.126	 16160
 334.129	 16150
 334.131	 16150
 334.133	 16150
 334.136	 16150
 334.138	 16135
 334.140	 16150
 334.143	 16150
 334.145	 16150
 334.147	 16150
 334.150	 16150
 334.152	 16150
 334.154	 16150
 334.157	 16150
 334.159	 16135
 334.161	 16150
 334.164	 16150
 334.166	 16150
 334.169	 16150
 334.171	 16160
 334.173	 16150
 334.176	 16150
 334.178	 16150
 334.180	 16150
 334.183	 16150
 334.185	 16160
 334.187	 16150
 334.190	 16150
 334.192	 16135
 334.194	 16135
 334.197	 16135
 334.199	 16160
 334.201	 16150
 334.204	 16150
 334.206	 16150
 334.208	 16150
 334.211	 16150
 334.213	 16150
 334.215	 16150
 334.218	 16135
 334.220	 16150
 334.222	 16150
 334.225	 16135
 334.227	 16135
 334.229	 16135
 334.232	 16150
 334.234	 16150
 334.236	 16150
 334.239	 16150
 334.241	 16150
 334.244	 16150
 334.246	 16150
 334.248	 16135
 334.251	 16135
 334.253	 16150
 334.255	 16135
 334.258	 16150
 334.260	 16150
 334.262	 16150
 334.265	 16160
 334.267	 16160
 334.269	 16160
 334.272	 16160
 334.274	 16160
 334.276	 16160
 334.279	 16160
 334.281	 16160
 334.283	 16160
 334.286	 16150
 334.288	 16150
 334.290	 16135
 334.293	 16160
 334.295	 16160
 334.297	 16160
 334.300	 16150
 334.302	 16150
 334.304	 16150
 334.307	 16150
 334.309	 16150
 334.312	 16160
 334.314	 16150
 334.316	 16135
 334.319	 16135
 334.321	 16135
 334.323	 16150
 334.326	 16160
 334.328	 16160
 334.330	 16150
 334.333	 16150
 334.335	 16160
 334.337	 16160
 334.340	 16160
 334.342	 16150
 334.344	 16160
 334.347	 16160
 334.349	 16160
 334.351	 16160
 334.354	 16150
 334.356	 16150
 334.358	 16150
 334.361	 16150
 334.363	 16160
 334.365	 16175
 334.368	 16160
 334.370	 16160
 334.372	 16160
 334.375	 16175
 334.377	 16160
 334.379	 16150
 334.382	 16150
 334.384	 16150
 334.387	 16160
 334.389	 16150
 334.391	 16150
 334.394	 16160
 334.396	 16160
 334.398	 16160
 334.401	 16160
 334.403	 16160
 334.405	 16160
 334.408	 16160
 334.410	 16160
 334.412	 16160
 334.415	 16160
 334.417	 16150
 334.419	 16150
 334.422	 16160
 334.424	 16160
 334.426	 16160
 334.429	 16160
 334.431	 16160
 334.433	 16160
 334.436	 16160
 334.438	 16160
 334.440	 16160
 334.443	 16175
 334.445	 16175
 334.447	 16175
 334.450	 16160
 334.452	 16160
 334.455	 16150
 334.457	 16160
 334.459	 16160
 334.462	 16150
 334.464	 16160
 334.466	 16160
 334.469	 16150
 334.471	 16160
 334.473	 16160
 334.476	 16160
 334.478	 16175
 334.480	 16160
 334.483	 16160
 334.485	 16190
 334.487	 16175
 334.490	 16160
 334.492	 16175
 334.494	 16175
 334.497	 16175
 334.499	 16175
 334.501	 16175
 334.504	 16175
 334.506	 16175
 334.508	 16200
 334.511	 16200
 334.513	 16200
 334.515	 16175
 334.518	 16175
 334.520	 16190
 334.522	 16190
 334.525	 16190
 334.527	 16190
 334.530	 16190
 334.532	 16200
 334.534	 16200
 334.537	 16200
 334.539	 16200
 334.541	 16200
 334.544	 16200
 334.546	 16200
 334.548	 16215
 334.551	 16200
 334.553	 16200
 334.555	 16200
 334.558	 16200
 334.560	 16215
 334.562	 16215
 334.565	 16200
 334.567	 16215
 334.569	 16190
 334.572	 16200
 334.574	 16200
 334.576	 16200
 334.579	 16200
 334.581	 16200
 334.583	 16200
 334.586	 16190
 334.588	 16190
 334.590	 16200
 334.593	 16200
 334.595	 16190
 334.598	 16200
 334.600	 16190
 334.602	 16190
 334.605	 16190
 334.607	 16200
 334.609	 16200
 334.612	 16190
 334.614	 16215
 334.616	 16200
 334.619	 16200
 334.621	 16215
 334.623	 16215
 334.626	 16200
 334.628	 16200
 334.630	 16200
 334.633	 16200
 334.635	 16215
 334.637	 16230
 334.640	 16230
 334.642	 16215
 334.644	 16200
 334.647	 16200
 334.649	 16200
 334.651	 16200
 334.654	 16200
 334.656	 16200
 334.658	 16215
 334.661	 16215
 334.663	 16200
 334.665	 16200
 334.668	 16190
 334.670	 16190
 334.673	 16200
 334.675	 16200
 334.677	 16200
 334.680	 16200
 334.682	 16200
 334.684	 16215
 334.687	 16215
 334.689	 16200
 334.691	 16200
 334.694	 16200
 334.696	 16215
 334.698	 16200
 334.701	 16200
 334.703	 16190
 334.705	 16175
 334.708	 16175
 334.710	 16190
 334.712	 16200
 334.715	 16200
 334.717	 16200
 334.719	 16190
 334.722	 16190
 334.724	 16190
 334.726	 16200
 334.729	 16215
 334.731	 16215
 334.733	 16200
 334.736	 16200
 334.738	 16200
 334.741	 16215
 334.743	 16215
 334.745	 16215
 334.748	 16230
 334.750	 16230
 334.752	 16230
 334.755	 16230
 334.757	 16230
 334.759	 16230
 334.762	 16230
 334.764	 16240
 334.766	 16240
 334.769	 16240
 334.771	 16240
 334.773	 16240
 334.776	 16240
 334.778	 16230
 334.780	 16240
 334.783	 16240
 334.785	 16230
 334.787	 16215
 334.790	 16230
 334.792	 16215
 334.794	 16215
 334.797	 16230
 334.799	 16230
 334.801	 16240
 334.804	 16230
 334.806	 16230
 334.809	 16230
 334.811	 16230
 334.813	 16230
 334.816	 16230
 334.818	 16230
 334.820	 16230
 334.823	 16200
 334.825	 16215
 334.827	 16200
 334.830	 16215
 334.832	 16215
 334.834	 16230
 334.837	 16230
 334.839	 16230
 334.841	 16240
 334.844	 16240
 334.846	 16230
 334.848	 16230
 334.851	 16215
 334.853	 16215
 334.855	 16215
 334.858	 16215
 334.860	 16230
 334.862	 16230
 334.865	 16215
 334.867	 16230
 334.869	 16230
 334.872	 16240
 334.874	 16240
 334.876	 16240
 334.879	 16240
 334.881	 16240
 334.884	 16240
 334.886	 16240
 334.888	 16240
 334.891	 16255
 334.893	 16255
 334.895	 16255
 334.898	 16255
 334.900	 16255
 334.902	 16255
 334.905	 16255
 334.907	 16240
 334.909	 16255
 334.912	 16270
 334.914	 16255
 334.916	 16240
 334.919	 16255
 334.921	 16255
 334.923	 16255
 334.926	 16255
 334.928	 16255
 334.930	 16240
 334.933	 16240
 334.935	 16255
 334.937	 16255
 334.940	 16230
 334.942	 16240
 334.944	 16255
 334.947	 16255
 334.949	 16240
 334.952	 16240
 334.954	 16240
 334.956	 16240
 334.959	 16230
 334.961	 16240
 334.963	 16240
 334.966	 16255
 334.968	 16255
 334.970	 16255
 334.973	 16240
 334.975	 16255
 334.977	 16255
 334.980	 16255
 334.982	 16255
 334.984	 16255
 334.987	 16255
 334.989	 16240
 334.991	 16230
 334.994	 16230
 334.996	 16215
 334.998	 16230
 335.001	 16230
 335.003	 16230
 335.005	 16230
 335.008	 16230
 335.010	 16230
 335.012	 16240
 335.015	 16240
 335.017	 16240
 335.019	 16240
 335.022	 16240
 335.024	 16240
 335.027	 16240
 335.029	 16240
 335.031	 16240
 335.034	 16240
 335.036	 16240
 335.038	 16240
 335.041	 16240
 335.043	 16240
 335.045	 16240
 335.048	 16240
 335.050	 16240
 335.052	 16240
 335.055	 16230
 335.057	 16230
 335.059	 16230
 335.062	 16230
 335.064	 16230
 335.066	 16230
 335.069	 16230
 335.071	 16230
 335.073	 16230
 335.076	 16230
 335.078	 16230
 335.080	 16230
 335.083	 16230
 335.085	 16230
 335.087	 16230
 335.090	 16230
 335.092	 16230
 335.095	 16240
 335.097	 16230
 335.099	 16240
 335.102	 16240
 335.104	 16240
 335.106	 16240
 335.109	 16215
 335.111	 16215
 335.113	 16215
 335.116	 16215
 335.118	 16215
 335.120	 16230
 335.123	 16230
 335.125	 16240
 335.127	 16240
 335.130	 16230
 335.132	 16215
 335.134	 16215
 335.137	 16230
 335.139	 16230
 335.141	 16215
 335.144	 16215
 335.146	 16200
 335.148	 16215
 335.151	 16215
 335.153	 16215
 335.155	 16215
 335.158	 16200
 335.160	 16200
 335.162	 16200
 335.165	 16230
 335.167	 16215
 335.170	 16200
 335.172	 16215
 335.174	 16230
 335.177	 16240
 335.179	 16240
 335.181	 16215
 335.184	 16215
 335.186	 16215
 335.188	 16215
 335.191	 16215
 335.193	 16215
 335.195	 16215
 335.198	 16215
 335.200	 16230
 335.202	 16240
 335.205	 16215
 335.207	 16215
 335.209	 16215
 335.212	 16215
 335.214	 16215
 335.216	 16215
 335.219	 16215
 335.221	 16215
 335.223	 16200
 335.226	 16200
 335.228	 16200
 335.230	 16230
 335.233	 16215
 335.235	 16200
 335.238	 16200
 335.240	 16215
 335.242	 16190
 335.245	 16200
 335.247	 16200
 335.249	 16200
 335.252	 16200
 335.254	 16190
 335.256	 16190
 335.259	 16190
 335.261	 16200
 335.263	 16215
 335.266	 16200
 335.268	 16200
 335.270	 16200
 335.273	 16200
 335.275	 16215
 335.277	 16215
 335.280	 16215
 335.282	 16200
 335.284	 16175
 335.287	 16200
 335.289	 16200
 335.291	 16200
 335.294	 16200
 335.296	 16200
 335.298	 16190
 335.301	 16200
 335.303	 16190
 335.305	 16190
 335.308	 16190
 335.310	 16190
 335.313	 16190
 335.315	 16190
 335.317	 16190
 335.320	 16190
 335.322	 16190
 335.324	 16175
 335.327	 16175
 335.329	 16190
 335.331	 16190
 335.334	 16190
 335.336	 16175
 335.338	 16190
 335.341	 16190
 335.343	 16175
 335.345	 16160
 335.348	 16160
 335.350	 16175
 335.352	 16160
 335.355	 16160
 335.357	 16150
 335.359	 16175
 335.362	 16175
 335.364	 16160
 335.366	 16160
 335.369	 16160
 335.371	 16175
 335.373	 16175
 335.376	 16160
 335.378	 16175
 335.381	 16190
 335.383	 16175
 335.385	 16175
 335.388	 16175
 335.390	 16160
 335.392	 16160
 335.395	 16175
 335.397	 16175
 335.399	 16175
 335.402	 16175
 335.404	 16175
 335.406	 16175
 335.409	 16175
 335.411	 16190
 335.413	 16190
 335.416	 16200
 335.418	 16200
 335.420	 16190
 335.423	 16175
 335.425	 16175
 335.427	 16160
 335.430	 16160
 335.432	 16190
 335.434	 16190
 335.437	 16190
 335.439	 16190
 335.441	 16190
 335.444	 16190
 335.446	 16190
 335.449	 16190
 335.451	 16190
 335.453	 16190
 335.456	 16175
 335.458	 16190
 335.460	 16175
 335.463	 16190
 335.465	 16190
 335.467	 16190
 335.470	 16190
 335.472	 16175
 335.474	 16200
 335.477	 16200
 335.479	 16190
 335.481	 16190
 335.484	 16190
 335.486	 16190
 335.488	 16190
 335.491	 16190
 335.493	 16175
 335.495	 16175
 335.498	 16175
 335.500	 16175
 335.502	 16190
 335.505	 16190
 335.507	 16175
 335.509	 16190
 335.512	 16200
 335.514	 16200
 335.516	 16200
 335.519	 16200
 335.521	 16200
 335.524	 16215
 335.526	 16190
 335.528	 16190
 335.531	 16175
 335.533	 16190
 335.535	 16200
 335.538	 16200
 335.540	 16215
 335.542	 16200
 335.545	 16190
 335.547	 16190
 335.549	 16190
 335.552	 16190
 335.554	 16200
 335.556	 16215
 335.559	 16200
 335.561	 16215
 335.563	 16215
 335.566	 16230
 335.568	 16215
 335.570	 16215
 335.573	 16215
 335.575	 16215
 335.577	 16215
 335.580	 16215
 335.582	 16215
 335.584	 16230
 335.587	 16230
 335.589	 16230
 335.592	 16215
 335.594	 16230
 335.596	 16230
 335.599	 16215
 335.601	 16215
 335.603	 16215
 335.606	 16200
 335.608	 16200
 335.610	 16200
 335.613	 16215
 335.615	 16215
 335.617	 16215
 335.620	 16230
 335.622	 16230
 335.624	 16230
 335.627	 16230
 335.629	 16230
 335.631	 16240
 335.634	 16240
 335.636	 16240
 335.638	 16215
 335.641	 16215
