field	7.spe
 332.692	 16120
 332.694	 16120
 332.696	 16120
 332.699	 16135
 332.701	 16135
 332.703	 16120
 332.706	 16135
 332.708	 16135
 332.710	 16120
 332.713	 16120
 332.715	 16120
 332.717	 16120
 332.720	 16110
 332.722	 16135
 332.724	 16135
 332.727	 16135
 332.729	 16120
 332.731	 16120
 332.734	 16120
 332.736	 16120
 332.738	 16120
 332.741	 16120
 332.743	 16120
 332.745	 16135
 332.748	 16135
 332.750	 16120
 332.753	 16120
 332.755	 16135
 332.757	 16120
 332.760	 16120
 332.762	 16110
 332.764	 16120
 332.767	 16120
 332.769	 16120
 332.771	 16110
 332.774	 16110
 332.776	 16110
 332.778	 16110
 332.781	 16110
 332.783	 16120
 332.785	 16135
 332.788	 16135
 332.790	 16135
 332.792	 16135
 332.795	 16135
 332.797	 16120
 332.799	 16120
 332.802	 16120
 332.804	 16135
 332.806	 16110
 332.809	 16120
 332.811	 16120
 332.813	 16110
 332.816	 16110
 332.818	 16120
 332.821	 16120
 332.823	 16120
 332.825	 16120
 332.828	 16120
 332.830	 16120
 332.832	 16110
 332.835	 16135
 332.837	 16120
 332.839	 16120
 332.842	 16120
 332.844	 16120
 332.846	 16135
 332.849	 16120
 332.851	 16135
 332.853	 16135
 332.856	 16135
 332.858	 16135
 332.860	 16120
 332.863	 16120
 332.865	 16110
 332.867	 16110
 332.870	 16110
 332.872	 16120
 332.874	 16110
 332.877	 16120
 332.879	 16135
 332.881	 16120
 332.884	 16120
 332.886	 16120
 332.889	 16120
 332.891	 16120
 332.893	 16120
 332.896	 16110
 332.898	 16110
 332.900	 16135
 332.903	 16120
 332.905	 16120
 332.907	 16120
 332.910	 16120
 332.912	 16120
 332.914	 16120
 332.917	 16120
 332.919	 16120
 332.921	 16120
 332.924	 16110
 332.926	 16110
 332.928	 16110
 332.931	 16095
 332.933	 16095
 332.935	 16110
 332.938	 16110
 332.940	 16120
 332.942	 16120
 332.945	 16110
 332.947	 16110
 332.949	 16110
 332.952	 16110
 332.954	 16110
 332.956	 16120
 332.959	 16120
 332.961	 16120
 332.964	 16120
 332.966	 16135
 332.968	 16135
 332.971	 16120
 332.973	 16120
 332.975	 16120
 332.978	 16120
 332.980	 16120
 332.982	 16120
 332.985	 16120
 332.987	 16120
 332.989	 16120
 332.992	 16120
 332.994	 16120
 332.996	 16110
 332.999	 16120
 333.001	 16120
 333.003	 16120
 333.006	 16135
 333.008	 16135
 333.010	 16135
 333.013	 16135
 333.015	 16135
 333.017	 16160
 333.020	 16160
 333.022	 16150
 333.024	 16135
 333.027	 16150
 333.029	 16150
 333.032	 16135
 333.034	 16135
 333.036	 16150
 333.039	 16150
 333.041	 16150
 333.043	 16150
 333.046	 16150
 333.048	 16150
 333.050	 16150
 333.053	 16135
 333.055	 16135
 333.057	 16120
 333.060	 16135
 333.062	 16120
 333.064	 16135
 333.067	 16120
 333.069	 16120
 333.071	 16120
 333.074	 16120
 333.076	 16135
 333.078	 16120
 333.081	 16120
 333.083	 16120
 333.085	 16120
 333.088	 16110
 333.090	 16110
 333.092	 16110
 333.095	 16110
 333.097	 16110
 333.099	 16110
 333.102	 16110
 333.104	 16110
 333.107	 16095
 333.109	 16110
 333.111	 16110
 333.114	 16110
 333.116	 16110
 333.118	 16095
 333.121	 16110
 333.123	 16110
 333.125	 16095
 333.128	 16110
 333.130	 16110
 333.132	 16110
 333.135	 16110
 333.137	 16110
 333.139	 16110
 333.142	 16110
 333.144	 16110
 333.146	 16135
 333.149	 16120
 333.151	 16135
 333.153	 16135
 333.156	 16120
 333.158	 16120
 333.160	 16110
 333.163	 16110
 333.165	 16110
 333.167	 16110
 333.170	 16110
 333.172	 16110
 333.175	 16110
 333.177	 16120
 333.179	 16120
 333.182	 16120
 333.184	 16120
 333.186	 16120
 333.189	 16120
 333.191	 16135
 333.193	 16150
 333.196	 16150
 333.198	 16150
 333.200	 16150
 333.203	 16135
 333.205	 16120
 333.207	 16120
 333.210	 16110
 333.212	 16120
 333.214	 16120
 333.217	 16120
 333.219	 16110
 333.221	 16120
 333.224	 16120
 333.226	 16120
 333.228	 16120
 333.231	 16120
 333.233	 16120
 333.235	 16135
 333.238	 16120
 333.240	 16120
 333.242	 16150
 333.245	 16135
 333.247	 16135
 333.250	 16135
 333.252	 16120
 333.254	 16120
 333.257	 16135
 333.259	 16120
 333.261	 16120
 333.264	 16135
 333.266	 16135
 333.268	 16135
 333.271	 16135
 333.273	 16135
 333.275	 16135
 333.278	 16120
 333.280	 16110
 333.282	 16135
 333.285	 16150
 333.287	 16120
 333.289	 16135
 333.292	 16135
 333.294	 16120
 333.296	 16120
 333.299	 16135
 333.301	 16120
 333.303	 16110
 333.306	 16135
 333.308	 16135
 333.310	 16135
 333.313	 16135
 333.315	 16135
 333.318	 16135
 333.320	 16135
 333.322	 16135
 333.325	 16150
 333.327	 16150
 333.329	 16150
 333.332	 16150
 333.334	 16150
 333.336	 16150
 333.339	 16150
 333.341	 16150
 333.343	 16150
 333.346	 16150
 333.348	 16150
 333.350	 16135
 333.353	 16135
 333.355	 16135
 333.357	 16135
 333.360	 16135
 333.362	 16135
 333.364	 16135
 333.367	 16135
 333.369	 16135
 333.371	 16135
 333.374	 16150
 333.376	 16150
 333.378	 16120
 333.381	 16120
 333.383	 16120
 333.385	 16095
 333.388	 16110
 333.390	 16120
 333.393	 16120
 333.395	 16120
 333.397	 16110
 333.400	 16120
 333.402	 16110
 333.404	 16110
 333.407	 16110
 333.409	 16110
 333.411	 16120
 333.414	 16120
 333.416	 16120
 333.418	 16110
 333.421	 16120
 333.423	 16120
 333.425	 16120
 333.428	 16135
 333.430	 16120
 333.432	 16120
 333.435	 16135
 333.437	 16120
 333.439	 16120
 333.442	 16120
 333.444	 16120
 333.446	 16110
 333.449	 16110
 333.451	 16120
 333.453	 16110
 333.456	 16110
 333.458	 16110
 333.461	 16135
 333.463	 16120
 333.465	 16135
 333.468	 16120
 333.470	 16120
 333.472	 16150
 333.475	 16150
 333.477	 16160
 333.479	 16150
 333.482	 16150
 333.484	 16150
 333.486	 16150
 333.489	 16150
 333.491	 16160
 333.493	 16160
 333.496	 16150
 333.498	 16150
 333.500	 16150
 333.503	 16150
 333.505	 16150
 333.507	 16150
 333.510	 16135
 333.512	 16150
 333.514	 16150
 333.517	 16150
 333.519	 16135
 333.521	 16135
 333.524	 16135
 333.526	 16135
 333.529	 16150
 333.531	 16150
 333.533	 16135
 333.536	 16150
 333.538	 16150
 333.540	 16150
 333.543	 16150
 333.545	 16150
 333.547	 16150
 333.550	 16150
 333.552	 16150
 333.554	 16135
 333.557	 16135
 333.559	 16110
 333.561	 16135
 333.564	 16120
 333.566	 16120
 333.568	 16110
 333.571	 16110
 333.573	 16120
 333.575	 16110
 333.578	 16120
 333.580	 16110
 333.582	 16110
 333.585	 16120
 333.587	 16120
 333.589	 16120
 333.592	 16120
 333.594	 16110
 333.596	 16120
 333.599	 16120
 333.601	 16135
 333.604	 16135
 333.606	 16135
 333.608	 16150
 333.611	 16135
 333.613	 16135
 333.615	 16135
 333.618	 16120
 333.620	 16120
 333.622	 16135
 333.625	 16135
 333.627	 16135
 333.629	 16150
 333.632	 16150
 333.634	 16150
 333.636	 16135
 333.639	 16120
 333.641	 16120
 333.643	 16135
 333.646	 16150
 333.648	 16135
 333.650	 16135
 333.653	 16120
 333.655	 16135
 333.657	 16135
 333.660	 16150
 333.662	 16135
 333.664	 16120
 333.667	 16150
 333.669	 16150
 333.672	 16150
 333.674	 16135
 333.676	 16135
 333.679	 16135
 333.681	 16135
 333.683	 16135
 333.686	 16120
 333.688	 16120
 333.690	 16135
 333.693	 16120
 333.695	 16135
 333.697	 16135
 333.700	 16120
 333.702	 16110
 333.704	 16110
 333.707	 16110
 333.709	 16120
 333.711	 16120
 333.714	 16120
 333.716	 16120
 333.718	 16120
 333.721	 16110
 333.723	 16135
 333.725	 16135
 333.728	 16135
 333.730	 16135
 333.732	 16110
 333.735	 16135
 333.737	 16110
 333.739	 16120
 333.742	 16135
 333.744	 16135
 333.747	 16120
 333.749	 16135
 333.751	 16120
 333.754	 16135
 333.756	 16135
 333.758	 16135
 333.761	 16150
 333.763	 16150
 333.765	 16150
 333.768	 16135
 333.770	 16135
 333.772	 16135
 333.775	 16135
 333.777	 16120
 333.779	 16120
 333.782	 16135
 333.784	 16120
 333.786	 16120
 333.789	 16120
 333.791	 16135
 333.793	 16150
 333.796	 16150
 333.798	 16150
 333.800	 16150
 333.803	 16135
 333.805	 16135
 333.807	 16135
 333.810	 16135
 333.812	 16135
 333.815	 16135
 333.817	 16110
 333.819	 16110
 333.822	 16095
 333.824	 16095
 333.826	 16110
 333.829	 16110
 333.831	 16110
 333.833	 16110
 333.836	 16080
 333.838	 16080
 333.840	 16080
 333.843	 16095
 333.845	 16095
 333.847	 16095
 333.850	 16095
 333.852	 16095
 333.854	 16095
 333.857	 16095
 333.859	 16095
 333.861	 16095
 333.864	 16095
 333.866	 16095
 333.868	 16095
 333.871	 16095
 333.873	 16095
 333.875	 16095
 333.878	 16110
 333.880	 16110
 333.882	 16095
 333.885	 16095
 333.887	 16110
 333.890	 16110
 333.892	 16110
 333.894	 16110
 333.897	 16110
 333.899	 16095
 333.901	 16120
 333.904	 16120
 333.906	 16135
 333.908	 16135
 333.911	 16135
 333.913	 16135
 333.915	 16135
 333.918	 16135
 333.920	 16135
 333.922	 16135
 333.925	 16135
 333.927	 16135
 333.929	 16120
 333.932	 16120
 333.934	 16120
 333.936	 16120
 333.939	 16135
 333.941	 16135
 333.943	 16135
 333.946	 16135
 333.948	 16135
 333.950	 16135
 333.953	 16120
 333.955	 16110
 333.958	 16120
 333.960	 16135
 333.962	 16120
 333.965	 16120
 333.967	 16120
 333.969	 16120
 333.972	 16120
 333.974	 16120
 333.976	 16120
 333.979	 16120
 333.981	 16120
 333.983	 16120
 333.986	 16120
 333.988	 16120
 333.990	 16135
 333.993	 16150
 333.995	 16150
 333.997	 16135
 334.000	 16150
 334.002	 16150
 334.004	 16150
 334.007	 16150
 334.009	 16150
 334.011	 16150
 334.014	 16150
 334.016	 16135
 334.018	 16135
 334.021	 16135
 334.023	 16120
 334.025	 16110
 334.028	 16110
 334.030	 16110
 334.033	 16110
 334.035	 16110
 334.037	 16110
 334.040	 16110
 334.042	 16110
 334.044	 16110
 334.047	 16110
 334.049	 16110
 334.051	 16110
 334.054	 16110
 334.056	 16110
 334.058	 16110
 334.061	 16135
 334.063	 16150
 334.065	 16150
 334.068	 16150
 334.070	 16150
 334.072	 16120
 334.075	 16135
 334.077	 16135
 334.079	 16135
 334.082	 16135
 334.084	 16120
 334.086	 16120
 334.089	 16135
 334.091	 16120
 334.093	 16120
 334.096	 16135
 334.098	 16135
 334.101	 16135
 334.103	 16135
 334.105	 16135
 334.108	 16135
 334.110	 16135
 334.112	 16135
 334.115	 16120
 334.117	 16120
 334.119	 16110
 334.122	 16110
 334.124	 16120
 334.126	 16120
 334.129	 16120
 334.131	 16135
 334.133	 16135
 334.136	 16135
 334.138	 16120
 334.140	 16110
 334.143	 16110
 334.145	 16110
 334.147	 16095
 334.150	 16095
 334.152	 16095
 334.154	 16095
 334.157	 16095
 334.159	 16095
 334.161	 16095
 334.164	 16095
 334.166	 16095
 334.169	 16110
 334.171	 16110
 334.173	 16110
 334.176	 16110
 334.178	 16110
 334.180	 16110
 334.183	 16110
 334.185	 16095
 334.187	 16110
 334.190	 16110
 334.192	 16095
 334.194	 16110
 334.197	 16120
 334.199	 16110
 334.201	 16120
 334.204	 16120
 334.206	 16120
 334.208	 16120
 334.211	 16120
 334.213	 16120
 334.215	 16135
 334.218	 16120
 334.220	 16120
 334.222	 16135
 334.225	 16120
 334.227	 16120
 334.229	 16120
 334.232	 16110
 334.234	 16110
 334.236	 16110
 334.239	 16110
 334.241	 16135
 334.244	 16120
 334.246	 16120
 334.248	 16120
 334.251	 16120
 334.253	 16135
 334.255	 16120
 334.258	 16120
 334.260	 16120
 334.262	 16120
 334.265	 16120
 334.267	 16120
 334.269	 16120
 334.272	 16120
 334.274	 16120
 334.276	 16120
 334.279	 16120
 334.281	 16110
 334.283	 16110
 334.286	 16110
 334.288	 16095
 334.290	 16095
 334.293	 16095
 334.295	 16110
 334.297	 16110
 334.300	 16110
 334.302	 16095
 334.304	 16110
 334.307	 16110
 334.309	 16110
 334.312	 16110
 334.314	 16120
 334.316	 16120
 334.319	 16120
 334.321	 16120
 334.323	 16120
 334.326	 16120
 334.328	 16135
 334.330	 16120
 334.333	 16120
 334.335	 16120
 334.337	 16135
 334.340	 16135
 334.342	 16135
 334.344	 16150
 334.347	 16150
 334.349	 16135
 334.351	 16150
 334.354	 16150
 334.356	 16150
 334.358	 16135
 334.361	 16135
 334.363	 16135
 334.365	 16150
 334.368	 16120
 334.370	 16120
 334.372	 16120
 334.375	 16110
 334.377	 16110
 334.379	 16120
 334.382	 16120
 334.384	 16120
 334.387	 16135
 334.389	 16135
 334.391	 16135
 334.394	 16135
 334.396	 16135
 334.398	 16120
 334.401	 16120
 334.403	 16135
 334.405	 16135
 334.408	 16135
 334.410	 16135
 334.412	 16135
 334.415	 16135
 334.417	 16135
 334.419	 16135
 334.422	 16120
 334.424	 16120
 334.426	 16120
 334.429	 16135
 334.431	 16135
 334.433	 16135
 334.436	 16150
 334.438	 16135
 334.440	 16135
 334.443	 16135
 334.445	 16135
 334.447	 16120
 334.450	 16110
 334.452	 16110
 334.455	 16110
 334.457	 16110
 334.459	 16120
 334.462	 16110
 334.464	 16110
 334.466	 16110
 334.469	 16135
 334.471	 16120
 334.473	 16120
 334.476	 16135
 334.478	 16150
 334.480	 16135
 334.483	 16160
 334.485	 16160
 334.487	 16160
 334.490	 16160
 334.492	 16160
 334.494	 16160
 334.497	 16160
 334.499	 16160
 334.501	 16160
 334.504	 16150
 334.506	 16160
 334.508	 16160
 334.511	 16175
 334.513	 16160
 334.515	 16160
 334.518	 16160
 334.520	 16190
 334.522	 16190
 334.525	 16190
 334.527	 16190
 334.530	 16190
 334.532	 16175
 334.534	 16200
 334.537	 16190
 334.539	 16175
 334.541	 16190
 334.544	 16190
 334.546	 16175
 334.548	 16175
 334.551	 16175
 334.553	 16175
 334.555	 16175
 334.558	 16175
 334.560	 16175
 334.562	 16175
 334.565	 16175
 334.567	 16175
 334.569	 16175
 334.572	 16190
 334.574	 16190
 334.576	 16200
 334.579	 16190
 334.581	 16190
 334.583	 16190
 334.586	 16200
 334.588	 16200
 334.590	 16200
 334.593	 16200
 334.595	 16200
 334.598	 16190
 334.600	 16190
 334.602	 16190
 334.605	 16190
 334.607	 16190
 334.609	 16190
 334.612	 16190
 334.614	 16200
 334.616	 16200
 334.619	 16200
 334.621	 16200
 334.623	 16200
 334.626	 16190
 334.628	 16200
 334.630	 16190
 334.633	 16190
 334.635	 16215
 334.637	 16190
 334.640	 16175
 334.642	 16190
 334.644	 16190
 334.647	 16190
 334.649	 16190
 334.651	 16190
 334.654	 16190
 334.656	 16200
 334.658	 16190
 334.661	 16190
 334.663	 16190
 334.665	 16200
 334.668	 16200
 334.670	 16190
 334.673	 16190
 334.675	 16200
 334.677	 16200
 334.680	 16190
 334.682	 16200
 334.684	 16215
 334.687	 16200
 334.689	 16200
 334.691	 16200
 334.694	 16190
 334.696	 16200
 334.698	 16200
 334.701	 16215
 334.703	 16215
 334.705	 16200
 334.708	 16190
 334.710	 16190
 334.712	 16175
 334.715	 16190
 334.717	 16190
 334.719	 16190
 334.722	 16175
 334.724	 16175
 334.726	 16190
 334.729	 16190
 334.731	 16190
 334.733	 16175
 334.736	 16175
 334.738	 16160
 334.741	 16175
 334.743	 16190
 334.745	 16175
 334.748	 16175
 334.750	 16190
 334.752	 16190
 334.755	 16160
 334.757	 16160
 334.759	 16160
 334.762	 16160
 334.764	 16160
 334.766	 16160
 334.769	 16160
 334.771	 16160
 334.773	 16175
 334.776	 16175
 334.778	 16175
 334.780	 16175
 334.783	 16175
 334.785	 16175
 334.787	 16175
 334.790	 16175
 334.792	 16175
 334.794	 16175
 334.797	 16160
 334.799	 16160
 334.801	 16160
 334.804	 16175
 334.806	 16175
 334.809	 16175
 334.811	 16175
 334.813	 16190
 334.816	 16190
 334.818	 16175
 334.820	 16190
 334.823	 16190
 334.825	 16190
 334.827	 16190
 334.830	 16175
 334.832	 16190
 334.834	 16200
 334.837	 16190
 334.839	 16200
 334.841	 16190
 334.844	 16200
 334.846	 16200
 334.848	 16190
 334.851	 16175
 334.853	 16190
 334.855	 16200
 334.858	 16190
 334.860	 16190
 334.862	 16190
 334.865	 16190
 334.867	 16175
 334.869	 16160
 334.872	 16175
 334.874	 16160
 334.876	 16160
 334.879	 16160
 334.881	 16160
 334.884	 16175
 334.886	 16175
 334.888	 16190
 334.891	 16175
 334.893	 16200
 334.895	 16200
 334.898	 16200
 334.900	 16200
 334.902	 16200
 334.905	 16190
 334.907	 16190
 334.909	 16200
 334.912	 16200
 334.914	 16190
 334.916	 16175
 334.919	 16190
 334.921	 16190
 334.923	 16190
 334.926	 16190
 334.928	 16190
 334.930	 16200
 334.933	 16200
 334.935	 16190
 334.937	 16200
 334.940	 16200
 334.942	 16200
 334.944	 16175
 334.947	 16175
 334.949	 16190
 334.952	 16190
 334.954	 16190
 334.956	 16190
 334.959	 16190
 334.961	 16200
 334.963	 16190
 334.966	 16200
 334.968	 16200
 334.970	 16190
 334.973	 16190
 334.975	 16190
 334.977	 16190
 334.980	 16175
 334.982	 16175
 334.984	 16190
 334.987	 16190
 334.989	 16190
 334.991	 16190
 334.994	 16190
 334.996	 16175
 334.998	 16160
 335.001	 16190
 335.003	 16190
 335.005	 16190
 335.008	 16190
 335.010	 16190
 335.012	 16190
 335.015	 16190
 335.017	 16190
 335.019	 16190
 335.022	 16190
 335.024	 16190
 335.027	 16190
 335.029	 16200
 335.031	 16200
 335.034	 16190
 335.036	 16190
 335.038	 16190
 335.041	 16190
 335.043	 16190
 335.045	 16190
 335.048	 16190
 335.050	 16175
 335.052	 16160
 335.055	 16175
 335.057	 16175
 335.059	 16175
 335.062	 16175
 335.064	 16175
 335.066	 16175
 335.069	 16175
 335.071	 16175
 335.073	 16175
 335.076	 16160
 335.078	 16150
 335.080	 16150
 335.083	 16150
 335.085	 16150
 335.087	 16150
 335.090	 16150
 335.092	 16160
 335.095	 16175
 335.097	 16160
 335.099	 16190
 335.102	 16190
 335.104	 16190
 335.106	 16160
 335.109	 16175
 335.111	 16175
 335.113	 16190
 335.116	 16160
 335.118	 16175
 335.120	 16175
 335.123	 16175
 335.125	 16175
 335.127	 16175
 335.130	 16175
 335.132	 16175
 335.134	 16175
 335.137	 16175
 335.139	 16175
 335.141	 16175
 335.144	 16175
 335.146	 16175
 335.148	 16150
 335.151	 16150
 335.153	 16160
 335.155	 16160
 335.158	 16175
 335.160	 16175
 335.162	 16175
 335.165	 16160
 335.167	 16160
 335.170	 16175
 335.172	 16175
 335.174	 16175
 335.177	 16175
 335.179	 16160
 335.181	 16175
 335.184	 16175
 335.186	 16175
 335.188	 16160
 335.191	 16150
 335.193	 16150
 335.195	 16160
 335.198	 16135
 335.200	 16135
 335.202	 16135
 335.205	 16135
 335.207	 16135
 335.209	 16135
 335.212	 16135
 335.214	 16120
 335.216	 16120
 335.219	 16135
 335.221	 16135
 335.223	 16135
 335.226	 16150
 335.228	 16150
 335.230	 16135
 335.233	 16150
 335.235	 16120
 335.238	 16120
 335.240	 16135
 335.242	 16120
 335.245	 16135
 335.247	 16135
 335.249	 16135
 335.252	 16135
 335.254	 16135
 335.256	 16135
 335.259	 16135
 335.261	 16135
 335.263	 16150
 335.266	 16150
 335.268	 16150
 335.270	 16160
 335.273	 16160
 335.275	 16160
 335.277	 16160
 335.280	 16160
 335.282	 16160
 335.284	 16150
 335.287	 16150
 335.289	 16150
 335.291	 16150
 335.294	 16150
 335.296	 16150
 335.298	 16150
 335.301	 16150
 335.303	 16160
 335.305	 16160
 335.308	 16175
 335.310	 16160
 335.313	 16160
 335.315	 16175
 335.317	 16160
 335.320	 16160
 335.322	 16160
 335.324	 16160
 335.327	 16160
 335.329	 16175
 335.331	 16175
 335.334	 16160
 335.336	 16160
 335.338	 16175
 335.341	 16160
 335.343	 16175
 335.345	 16150
 335.348	 16160
 335.350	 16175
 335.352	 16160
 335.355	 16160
 335.357	 16150
 335.359	 16160
 335.362	 16160
 335.364	 16160
 335.366	 16160
 335.369	 16160
 335.371	 16160
 335.373	 16160
 335.376	 16150
 335.378	 16150
 335.381	 16150
 335.383	 16150
 335.385	 16160
 335.388	 16150
 335.390	 16150
 335.392	 16150
 335.395	 16150
 335.397	 16135
 335.399	 16135
 335.402	 16150
 335.404	 16150
 335.406	 16150
 335.409	 16160
 335.411	 16160
 335.413	 16150
 335.416	 16160
 335.418	 16160
 335.420	 16175
 335.423	 16175
 335.425	 16175
 335.427	 16175
 335.430	 16160
 335.432	 16175
 335.434	 16175
 335.437	 16190
 335.439	 16190
 335.441	 16190
 335.444	 16190
 335.446	 16190
 335.449	 16190
 335.451	 16190
 335.453	 16190
 335.456	 16200
 335.458	 16160
 335.460	 16160
 335.463	 16160
 335.465	 16160
 335.467	 16160
 335.470	 16160
 335.472	 16160
 335.474	 16160
 335.477	 16160
 335.479	 16160
 335.481	 16175
 335.484	 16160
 335.486	 16160
 335.488	 16160
 335.491	 16150
 335.493	 16160
 335.495	 16160
 335.498	 16160
 335.500	 16160
 335.502	 16160
 335.505	 16160
 335.507	 16160
 335.509	 16150
 335.512	 16160
 335.514	 16160
 335.516	 16150
 335.519	 16160
 335.521	 16160
 335.524	 16160
 335.526	 16160
 335.528	 16160
 335.531	 16160
 335.533	 16160
 335.535	 16175
 335.538	 16175
 335.540	 16190
 335.542	 16190
 335.545	 16190
 335.547	 16190
 335.549	 16175
 335.552	 16175
 335.554	 16190
 335.556	 16190
 335.559	 16190
 335.561	 16190
 335.563	 16190
 335.566	 16190
 335.568	 16190
 335.570	 16200
 335.573	 16215
 335.575	 16200
 335.577	 16200
 335.580	 16190
 335.582	 16215
 335.584	 16200
 335.587	 16200
 335.589	 16215
 335.592	 16215
 335.594	 16200
 335.596	 16200
 335.599	 16200
 335.601	 16190
 335.603	 16190
 335.606	 16190
 335.608	 16200
 335.610	 16190
 335.613	 16190
 335.615	 16215
 335.617	 16215
 335.620	 16215
 335.622	 16200
 335.624	 16200
 335.627	 16200
 335.629	 16190
 335.631	 16200
 335.634	 16200
 335.636	 16215
 335.638	 16215
 335.641	 16215
